"Tabela 647 - Custo de projeto m², por tipo de projeto e padrão de acabamento"
"Variável - Custo de projeto m² (Reais)"
"Unidade da Federação - Minas Gerais"
"Padrão de acabamento - Baixo"
"Mês";"Tipo de projeto"
"Mês";"CP.1-2Q.....46 Casa popular, 1 pavimento, varanda, sala, 2 quartos, circulação, banheiro e cozinha";"CP.1-2Q.....40 Casa popular, 1 pavimento, sala, 2 quartos, circulação, banheiro e cozinha";"CR.1-2Q.....62 Casa residencial, 1 pavimento, varanda, sala,2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"CR.1-3Q....104 Casa residencial, 1 pavimento, varanda, sala,3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"CR.1-4Q....122 Casa residencial, 1 pavimento, varanda, sala,4 quartos, circulação, 2 banheiros, cozinha, área de serviço, quarto e WC de empregada";"EA.1-US.....04 Especificação tipo ""A"", 1 pavimento, somente unidade sanitária";"EB.1-US.....03 Especificação tipo ""B"", 1 pavimento, somente unidade sanitária";"EA.1-0Q.....22 Especificação tipo ""A"", 1 pavimento, sala, cozinha e banheiro";"EB.1-0Q.....22 Especificação tipo ""B"", 1 pavimento, sala, cozinha e banheiro";"EA.1-1Q.....30 Especificação tipo ""A"", 1 pavimento, sala, 1 quarto, cozinha e banheiro";"EB.1-1Q.....32 Especificação tipo ""B"", 1 pavimento, sala, 1 quarto, cozinha e banheiro";"EA.2-2Q.....38 Especificação tipo ""A"", 1 pavimento, sala, 2 quartos, cozinha e banheiro";"EB.1-2Q.....39 Especificação tipo ""B"", 1 pavimento, sala, 2 quartos, cozinha e banheiro";"EB.2-2Q.....45 Especificação tipo ""B"", 2 pavimentos, sala, 2 quartos, cozinha e banheiro";"CP.1-1Q.....30 Casa popular, 1 pavimento, sala, 1 quarto, circulação, banheiro e cozinha";"CP.2-3Q.....56 Casa popular, 2 pavimentos, sala, 3 quartos, circulação, banheiro e cozinha";"CR.2-2Q.....81 Casa residencial, geminada, 2 pavimentos, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR5-2QT...2125 Prédio residencial, térreo, 5 pavimentos tipo, sala, 2 quartos, banheiro, cozinha e área de serviço";"PR4-2QT...1433 Prédio residencial, térreo, 4 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR4-3QT...2264 Prédio residencial, térreo, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR4-2QP...1643 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR4-3QP...2520 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR6-3QP...7181 Prédio residencial, pilotis, 6 pavimentos tipo, sala, 3 quartos, circulação, 2 banheiros, copa-cozinha, área de serviço, quarto e WC de empregada";"PR8-2QP...2620 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR8-3QP...4266 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR8-3QP...3176 Prédio residencial, pilotis, 8 pavimentos tipo, 2 salas, 3 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada";"PR12-2QP..3597 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR12-3QP..6013 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR12-4QP..4050 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada";"PR18-4QP..5870 Prédio residencial, pilotis, 18 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada";"PC.12-LA..8192 Prédio comercial, 12 pavimentos, lojas e salas autônomas";"PC.18-LA.11072 Prédio comercial, 18 pavimentos, lojas e salas autônomas";"PC.12-LC..6862 Prédio comercial, 12 pavimentos, lojas e andar corrido";"PC.18-LC.10111 Prédio comercial, 18 pavimentos, lojas e andar corrido";"CB-M........31 Projeto-tipo cesta básica, materiais, sala, quarto, circulação, banheiro e cozinha";"CB-MMIN.....23 Projeto-tipo cesta básica, materiais mínimos, sala, circulação, banheiro e cozinha";"CB-M........23 Projeto-tipo cesta básica, materiais, sala, circulação, banheiro e cozinha";"CB-MMO......31 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, quarto, circulação, banheiro e cozinha";"CB-MMO......23 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, circulação, banheiro e cozinha"
"agosto 2007";"443,54";"497,14";"503,52";"419,34";"395,37";"-";"-";"585,29";"576,85";"523,38";"528,40";"471,83";"495,78";"470,63";"536,28";"488,01";"428,21";"373,36";"495,95";"449,85";"440,17";"412,30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"setembro 2007";"444,77";"498,39";"505,04";"420,41";"396,32";"-";"-";"587,23";"578,95";"524,96";"530,33";"473,10";"497,58";"471,73";"537,80";"489,65";"429,35";"374,32";"496,98";"450,77";"441,07";"413,23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"outubro 2007";"445,58";"499,20";"505,81";"421,03";"396,92";"-";"-";"587,94";"580,63";"525,49";"531,89";"473,48";"499,00";"473,13";"538,72";"491,18";"430,45";"373,90";"496,57";"450,49";"440,58";"412,99";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"novembro 2007";"450,82";"504,78";"511,24";"425,83";"401,54";"-";"-";"594,79";"586,72";"531,53";"537,49";"478,85";"504,32";"477,56";"544,75";"496,18";"434,75";"377,62";"501,05";"454,73";"444,53";"416,81";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"dezembro 2007";"471,28";"527,75";"534,90";"445,18";"419,64";"-";"-";"620,78";"614,79";"554,66";"563,19";"499,43";"528,23";"501,38";"569,60";"520,92";"455,17";"393,35";"524,55";"476,02";"465,33";"436,52";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"janeiro 2008";"474,37";"531,04";"537,75";"447,97";"422,39";"-";"-";"625,59";"618,02";"558,99";"566,18";"503,38";"531,10";"503,42";"573,08";"522,58";"456,62";"395,75";"526,94";"478,52";"467,51";"438,69";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fevereiro 2008";"476,79";"533,75";"540,49";"450,05";"424,33";"-";"-";"630,47";"621,79";"562,99";"569,46";"506,77";"534,09";"506,25";"576,18";"525,16";"458,80";"398,54";"530,01";"481,36";"470,39";"441,36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"março 2008";"479,25";"536,57";"543,73";"452,02";"426,13";"-";"-";"634,78";"626,00";"566,78";"573,24";"510,22";"537,68";"509,28";"579,47";"528,09";"461,26";"401,64";"533,63";"484,19";"473,79";"444,12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"abril 2008";"480,11";"537,58";"545,02";"452,96";"426,95";"-";"-";"635,29";"626,94";"567,35";"574,07";"510,83";"538,47";"510,04";"580,60";"528,91";"462,09";"402,06";"534,47";"484,73";"474,31";"444,42";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"maio 2008";"482,42";"540,14";"547,58";"455,08";"428,94";"-";"-";"638,84";"630,46";"570,60";"577,48";"513,79";"541,70";"512,81";"583,35";"531,72";"464,44";"403,78";"536,31";"486,52";"475,88";"446,05";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"junho 2008";"484,00";"541,86";"549,41";"456,93";"430,63";"-";"-";"641,11";"632,08";"572,59";"579,16";"515,52";"543,34";"514,45";"585,18";"533,63";"466,32";"405,71";"538,77";"488,94";"478,23";"448,42";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"julho 2008";"486,81";"545,08";"552,47";"459,54";"433,23";"-";"-";"644,74";"635,39";"575,96";"582,32";"518,66";"546,32";"516,84";"588,44";"536,79";"469,37";"407,84";"541,38";"491,50";"480,67";"450,79";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"agosto 2008";"487,89";"546,46";"554,30";"460,97";"434,53";"-";"-";"651,42";"639,78";"581,43";"586,52";"523,35";"550,19";"521,03";"589,93";"540,07";"473,20";"414,39";"548,06";"498,10";"487,21";"457,20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"setembro 2008";"498,75";"558,56";"566,23";"471,16";"444,22";"-";"-";"664,20";"652,61";"592,92";"598,22";"533,72";"561,25";"531,08";"602,96";"551,80";"482,93";"420,53";"558,32";"507,17";"496,21";"465,46";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"outubro 2008";"503,30";"563,54";"571,53";"475,68";"448,49";"-";"-";"669,92";"657,91";"597,94";"603,18";"538,15";"565,85";"535,40";"608,32";"555,95";"486,78";"424,40";"562,47";"511,05";"499,84";"468,96";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"novembro 2008";"505,11";"565,58";"573,20";"477,68";"450,42";"-";"-";"674,51";"662,72";"602,27";"607,95";"542,28";"570,53";"538,97";"610,46";"559,55";"490,40";"426,34";"564,44";"513,02";"501,77";"470,97";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"dezembro 2008";"515,63";"577,41";"585,22";"487,58";"459,70";"-";"-";"689,02";"676,62";"615,17";"620,69";"553,75";"582,40";"550,98";"623,22";"571,86";"500,45";"436,17";"577,90";"525,35";"513,88";"482,42";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"janeiro 2009";"517,67";"579,64";"587,66";"489,53";"461,52";"-";"-";"691,98";"679,89";"617,68";"623,56";"555,90";"585,00";"553,22";"625,73";"574,08";"502,29";"437,36";"579,95";"527,25";"515,66";"484,15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fevereiro 2009";"519,03";"581,22";"589,40";"491,06";"462,88";"-";"-";"697,11";"682,81";"621,83";"626,20";"559,38";"587,41";"555,68";"627,56";"576,13";"504,68";"441,88";"584,85";"532,07";"520,30";"488,66";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"março 2009";"520,99";"583,41";"591,61";"493,17";"464,78";"-";"-";"699,12";"685,32";"623,60";"628,50";"560,96";"589,58";"557,69";"629,97";"578,43";"506,94";"442,73";"586,37";"533,46";"521,59";"489,93";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"abril 2009";"521,98";"584,42";"592,56";"494,08";"465,68";"-";"-";"700,39";"686,28";"624,96";"629,48";"562,30";"590,53";"557,97";"631,08";"579,01";"507,17";"443,12";"587,03";"534,06";"522,08";"490,31";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"maio 2009";"529,03";"592,12";"599,88";"500,78";"472,09";"-";"-";"706,61";"692,15";"631,12";"635,00";"568,30";"596,01";"562,59";"639,18";"584,22";"511,84";"447,62";"592,80";"539,18";"526,63";"494,44";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"junho 2009";"528,33";"591,61";"599,68";"500,33";"471,65";"-";"-";"708,57";"694,38";"633,10";"637,17";"570,19";"598,09";"564,77";"638,61";"583,81";"511,52";"447,37";"592,03";"538,32";"526,01";"493,71";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"julho 2009";"528,63";"591,98";"600,07";"500,55";"471,80";"-";"-";"709,98";"695,10";"634,07";"637,63";"570,90";"598,37";"565,23";"639,16";"583,87";"511,61";"448,51";"593,14";"539,33";"527,08";"494,72";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"agosto 2009";"529,75";"593,06";"601,23";"501,72";"472,94";"-";"-";"709,58";"694,62";"633,80";"637,28";"570,70";"598,08";"565,04";"640,16";"584,86";"512,64";"449,31";"594,20";"540,44";"527,86";"495,58";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"setembro 2009";"530,62";"594,05";"602,24";"502,54";"473,63";"-";"-";"711,03";"696,11";"634,89";"638,42";"571,57";"599,06";"565,88";"641,46";"585,53";"513,38";"449,64";"594,79";"540,99";"528,36";"496,09";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"outubro 2009";"529,57";"593,09";"601,45";"501,65";"472,70";"-";"-";"708,85";"695,23";"633,01";"637,69";"569,91";"598,35";"565,66";"640,36";"585,80";"513,73";"448,67";"594,49";"540,71";"528,18";"496,03";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"novembro 2009";"531,20";"594,72";"603,09";"503,05";"474,04";"-";"-";"709,15";"695,90";"633,33";"638,26";"570,27";"598,90";"565,68";"642,12";"587,08";"514,94";"449,66";"595,72";"541,76";"529,17";"496,87";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"dezembro 2009";"549,97";"615,76";"624,35";"520,66";"490,57";"-";"-";"732,30";"720,88";"654,22";"661,10";"589,03";"620,17";"586,43";"664,85";"608,32";"532,27";"462,30";"615,19";"559,33";"546,33";"513,02";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"janeiro 2010";"550,57";"616,60";"625,29";"521,55";"491,27";"-";"-";"733,69";"722,67";"655,37";"662,62";"590,05";"621,61";"587,76";"665,98";"608,79";"533,08";"461,93";"615,09";"559,19";"546,31";"513,04";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fevereiro 2010";"552,88";"619,00";"627,84";"523,90";"493,54";"-";"-";"735,18";"725,05";"656,66";"664,84";"591,24";"623,80";"589,51";"668,53";"611,36";"535,95";"464,15";"617,12";"561,18";"548,25";"515,15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"março 2010";"553,50";"619,70";"628,34";"524,06";"493,84";"-";"-";"736,12";"725,67";"657,65";"665,57";"592,22";"624,59";"590,29";"669,05";"612,27";"536,30";"465,09";"618,04";"561,92";"549,23";"515,96";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"abril 2010";"553,99";"620,35";"629,43";"524,67";"494,37";"-";"-";"737,46";"727,27";"658,86";"667,18";"593,28";"626,09";"592,35";"669,67";"613,75";"537,64";"466,36";"619,23";"563,00";"550,21";"516,94";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"maio 2010";"556,18";"622,93";"632,39";"526,91";"496,48";"-";"-";"742,03";"731,99";"663,03";"671,53";"597,12";"630,25";"596,72";"672,47";"616,46";"540,30";"468,80";"621,83";"565,09";"552,56";"518,87";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"junho 2010";"557,82";"624,83";"635,01";"529,21";"498,47";"-";"-";"744,80";"733,86";"665,53";"673,38";"599,38";"632,08";"598,47";"674,50";"618,75";"542,83";"470,94";"625,63";"568,69";"555,95";"522,13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"julho 2010";"557,25";"624,32";"634,73";"528,84";"498,09";"-";"-";"746,97";"735,36";"667,48";"674,88";"601,08";"633,45";"600,28";"673,86";"618,94";"543,14";"473,17";"626,99";"570,03";"557,28";"523,43";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"agosto 2010";"559,85";"627,21";"637,57";"531,29";"500,44";"-";"-";"749,61";"738,37";"669,95";"677,64";"603,39";"636,09";"602,38";"676,91";"621,51";"545,47";"474,13";"628,83";"571,80";"558,89";"525,01";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"setembro 2010";"562,46";"630,01";"639,82";"533,73";"502,87";"-";"-";"753,43";"742,10";"673,65";"681,23";"606,89";"639,61";"605,07";"679,80";"623,64";"547,63";"476,32";"630,66";"573,74";"560,85";"527,06";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"outubro 2010";"564,91";"632,73";"642,64";"536,05";"505,04";"-";"-";"754,99";"743,58";"675,15";"682,55";"608,32";"640,92";"606,10";"682,68";"625,50";"549,09";"476,73";"632,08";"574,87";"561,98";"528,06";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"novembro 2010";"595,10";"666,65";"677,27";"564,99";"532,10";"-";"-";"793,36";"785,53";"709,74";"721,10";"639,32";"676,81";"642,05";"719,26";"660,69";"578,39";"497,59";"663,75";"603,67";"589,78";"554,49";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"dezembro 2010";"596,07";"667,77";"678,49";"565,87";"532,91";"-";"-";"793,83";"786,26";"710,08";"721,73";"639,59";"677,38";"642,75";"720,44";"662,04";"579,40";"497,44";"664,44";"604,22";"590,28";"554,99";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"janeiro 2011";"597,05";"668,93";"679,70";"566,98";"533,84";"-";"-";"794,99";"788,16";"711,33";"723,49";"640,85";"679,09";"644,25";"721,70";"662,98";"580,38";"496,94";"664,50";"604,22";"590,16";"554,88";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fevereiro 2011";"596,77";"668,69";"679,52";"566,78";"533,62";"-";"-";"795,98";"788,54";"712,08";"723,80";"641,45";"679,35";"644,58";"721,51";"662,80";"580,14";"497,18";"664,87";"604,59";"590,62";"555,34";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"março 2011";"598,13";"670,11";"681,04";"568,22";"535,02";"-";"-";"795,55";"789,48";"711,75";"724,81";"641,14";"680,40";"645,36";"722,94";"664,44";"581,69";"496,67";"664,58";"604,40";"590,53";"555,58";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"abril 2011";"600,40";"672,67";"683,69";"570,31";"536,99";"-";"-";"797,62";"791,99";"713,67";"727,09";"642,96";"682,64";"647,49";"725,72";"666,47";"583,51";"498,19";"666,68";"606,11";"592,18";"557,02";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"maio 2011";"603,69";"676,36";"687,43";"573,54";"540,05";"-";"-";"806,28";"799,83";"721,69";"734,63";"650,27";"689,76";"653,89";"729,66";"670,24";"586,97";"503,09";"670,71";"609,84";"595,73";"560,36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"junho 2011";"605,89";"678,75";"689,67";"575,47";"541,89";"-";"-";"809,13";"802,80";"724,49";"737,50";"652,93";"692,53";"656,07";"732,17";"671,99";"588,16";"503,55";"671,07";"610,07";"595,78";"560,42";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"julho 2011";"608,95";"682,49";"692,88";"578,52";"544,73";"-";"-";"814,97";"807,83";"729,81";"742,14";"657,91";"697,13";"661,56";"736,11";"675,18";"591,24";"508,33";"676,99";"615,15";"600,60";"564,76";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"agosto 2011";"611,11";"684,91";"695,38";"580,57";"546,65";"-";"-";"814,59";"808,25";"729,62";"742,44";"657,82";"697,51";"662,49";"738,62";"676,05";"591,74";"508,52";"678,23";"615,95";"601,21";"565,21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"setembro 2011";"612,68";"686,60";"696,84";"581,94";"548,03";"-";"-";"815,92";"809,66";"730,98";"743,86";"659,14";"698,89";"663,67";"740,30";"677,48";"592,73";"508,78";"678,53";"616,28";"601,40";"565,47";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"outubro 2011";"613,54";"687,54";"697,54";"582,65";"548,72";"-";"-";"817,94";"811,67";"732,79";"745,67";"660,77";"700,54";"665,11";"741,37";"678,01";"593,22";"509,90";"679,00";"616,64";"601,81";"565,78";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"novembro 2011";"614,00";"687,96";"697,92";"582,89";"549,00";"-";"-";"818,51";"812,29";"733,35";"746,22";"661,30";"701,06";"665,29";"741,86";"677,92";"592,80";"509,93";"678,71";"616,30";"601,44";"565,39";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"dezembro 2011";"615,62";"689,93";"699,60";"584,65";"550,54";"-";"-";"821,90";"814,98";"736,52";"748,69";"664,27";"703,38";"667,87";"744,05";"679,26";"594,20";"511,77";"680,78";"618,05";"602,83";"566,49";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"janeiro 2012";"646,40";"724,18";"734,09";"612,96";"577,11";"-";"-";"846,81";"848,16";"760,15";"778,95";"685,88";"731,68";"696,07";"780,70";"710,86";"617,16";"519,12";"700,89";"634,84";"618,95";"581,26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fevereiro 2012";"648,74";"726,76";"736,71";"614,94";"579,06";"-";"-";"850,23";"851,54";"763,68";"782,25";"689,42";"735,00";"698,03";"783,40";"713,22";"618,76";"519,81";"702,36";"635,74";"620,06";"581,88";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"março 2012";"651,18";"729,43";"739,82";"617,20";"581,18";"-";"-";"853,30";"855,27";"766,32";"785,59";"691,74";"738,11";"700,82";"786,41";"715,50";"620,74";"521,23";"703,84";"636,78";"621,30";"582,93";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"abril 2012";"648,99";"726,98";"737,70";"614,84";"578,61";"-";"-";"853,60";"856,94";"766,33";"786,84";"691,62";"739,29";"702,19";"784,39";"714,96";"619,80";"521,70";"704,56";"637,10";"622,08";"583,64";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"maio 2012";"649,59";"727,57";"738,68";"615,35";"578,94";"-";"-";"855,58";"859,46";"767,96";"789,03";"692,99";"741,26";"703,48";"785,38";"716,13";"620,51";"522,48";"705,96";"638,25";"623,26";"584,68";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"junho 2012";"647,13";"724,87";"736,35";"613,19";"576,69";"-";"-";"855,88";"859,16";"768,21";"788,63";"693,26";"740,88";"703,00";"782,83";"713,96";"618,59";"522,07";"705,15";"637,54";"622,29";"583,66";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"julho 2012";"648,37";"726,25";"737,21";"614,09";"577,63";"-";"-";"860,98";"861,89";"772,85";"791,47";"697,41";"743,69";"705,29";"784,17";"716,31";"620,27";"524,68";"708,24";"640,48";"625,31";"586,54";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"agosto 2012";"650,62";"728,76";"740,13";"616,14";"579,56";"-";"-";"860,84";"861,73";"772,80";"791,25";"697,56";"743,66";"704,75";"786,83";"718,47";"622,02";"523,95";"710,06";"642,05";"626,73";"587,87";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"setembro 2012";"646,96";"724,50";"735,91";"612,30";"576,01";"-";"-";"856,82";"857,50";"769,06";"787,38";"694,01";"739,88";"700,70";"782,24";"714,92";"618,64";"520,98";"705,36";"638,07";"623,03";"584,52";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"outubro 2012";"650,79";"728,73";"739,90";"615,59";"579,20";"-";"-";"863,03";"864,15";"775,12";"793,70";"699,89";"746,12";"706,18";"786,75";"718,78";"621,61";"524,73";"709,15";"641,08";"625,94";"586,99";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"novembro 2012";"647,69";"725,27";"737,05";"613,07";"576,30";"-";"-";"866,21";"867,15";"777,69";"796,27";"701,99";"748,30";"707,72";"783,73";"718,91";"621,70";"525,98";"711,21";"643,52";"628,25";"589,54";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"dezembro 2012";"645,41";"722,62";"734,86";"611,02";"574,25";"-";"-";"865,05";"865,51";"776,19";"794,54";"700,28";"746,37";"705,97";"781,22";"716,97";"620,07";"525,14";"709,08";"641,71";"626,53";"587,98";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"janeiro 2013";"644,52";"721,65";"733,80";"609,98";"573,31";"-";"-";"863,23";"863,72";"774,71";"792,97";"698,95";"744,88";"704,73";"780,09";"715,88";"618,71";"525,20";"708,61";"641,56";"626,12";"587,91";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fevereiro 2013";"679,26";"760,87";"773,57";"642,95";"604,26";"-";"-";"907,72";"911,13";"815,04";"836,59";"735,44";"785,82";"745,08";"822,16";"756,85";"652,91";"552,01";"748,75";"677,81";"661,45";"621,14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"março 2013";"678,29";"759,77";"772,71";"641,95";"603,20";"-";"-";"905,12";"908,71";"812,50";"834,10";"733,05";"783,48";"743,25";"821,18";"755,88";"651,79";"550,61";"748,37";"677,27";"661,10";"620,72";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"abril 2013";"679,43";"761,10";"774,16";"643,26";"604,32";"-";"-";"904,90";"909,40";"812,51";"834,81";"733,17";"784,15";"744,10";"822,65";"756,83";"652,71";"550,35";"748,74";"677,49";"661,08";"620,69";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
