"Tabela 647 - Custo de projeto m², por tipo de projeto e padrão de acabamento"
"Variável - Custo de projeto m² (Reais)"
"Unidade da Federação - Minas Gerais"
"Padrão de acabamento - Baixo"
"Mês";"Tipo de projeto"
"Mês";"CP.1-2Q.....46 Casa popular, 1 pavimento, varanda, sala, 2 quartos, circulação, banheiro e cozinha";"CP.1-2Q.....40 Casa popular, 1 pavimento, sala, 2 quartos, circulação, banheiro e cozinha";"CR.1-2Q.....62 Casa residencial, 1 pavimento, varanda, sala,2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"CR.1-3Q....104 Casa residencial, 1 pavimento, varanda, sala,3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"CR.1-4Q....122 Casa residencial, 1 pavimento, varanda, sala,4 quartos, circulação, 2 banheiros, cozinha, área de serviço, quarto e WC de empregada";"EA.1-US.....04 Especificação tipo ""A"", 1 pavimento, somente unidade sanitária";"EB.1-US.....03 Especificação tipo ""B"", 1 pavimento, somente unidade sanitária";"EA.1-0Q.....22 Especificação tipo ""A"", 1 pavimento, sala, cozinha e banheiro";"EB.1-0Q.....22 Especificação tipo ""B"", 1 pavimento, sala, cozinha e banheiro";"EA.1-1Q.....30 Especificação tipo ""A"", 1 pavimento, sala, 1 quarto, cozinha e banheiro";"EB.1-1Q.....32 Especificação tipo ""B"", 1 pavimento, sala, 1 quarto, cozinha e banheiro";"EA.2-2Q.....38 Especificação tipo ""A"", 1 pavimento, sala, 2 quartos, cozinha e banheiro";"EB.1-2Q.....39 Especificação tipo ""B"", 1 pavimento, sala, 2 quartos, cozinha e banheiro";"EB.2-2Q.....45 Especificação tipo ""B"", 2 pavimentos, sala, 2 quartos, cozinha e banheiro";"CP.1-1Q.....30 Casa popular, 1 pavimento, sala, 1 quarto, circulação, banheiro e cozinha";"CP.2-3Q.....56 Casa popular, 2 pavimentos, sala, 3 quartos, circulação, banheiro e cozinha";"CR.2-2Q.....81 Casa residencial, geminada, 2 pavimentos, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR5-2QT...2125 Prédio residencial, térreo, 5 pavimentos tipo, sala, 2 quartos, banheiro, cozinha e área de serviço";"PR4-2QT...1433 Prédio residencial, térreo, 4 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR4-3QT...2264 Prédio residencial, térreo, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR4-2QP...1643 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR4-3QP...2520 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR6-3QP...7181 Prédio residencial, pilotis, 6 pavimentos tipo, sala, 3 quartos, circulação, 2 banheiros, copa-cozinha, área de serviço, quarto e WC de empregada";"PR8-2QP...2620 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR8-3QP...4266 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR8-3QP...3176 Prédio residencial, pilotis, 8 pavimentos tipo, 2 salas, 3 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada";"PR12-2QP..3597 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR12-3QP..6013 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR12-4QP..4050 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada";"PR18-4QP..5870 Prédio residencial, pilotis, 18 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada";"PC.12-LA..8192 Prédio comercial, 12 pavimentos, lojas e salas autônomas";"PC.18-LA.11072 Prédio comercial, 18 pavimentos, lojas e salas autônomas";"PC.12-LC..6862 Prédio comercial, 12 pavimentos, lojas e andar corrido";"PC.18-LC.10111 Prédio comercial, 18 pavimentos, lojas e andar corrido";"CB-M........31 Projeto-tipo cesta básica, materiais, sala, quarto, circulação, banheiro e cozinha";"CB-MMIN.....23 Projeto-tipo cesta básica, materiais mínimos, sala, circulação, banheiro e cozinha";"CB-M........23 Projeto-tipo cesta básica, materiais, sala, circulação, banheiro e cozinha";"CB-MMO......31 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, quarto, circulação, banheiro e cozinha";"CB-MMO......23 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, circulação, banheiro e cozinha"
"novembro 2001";"247,57";"277,37";"283,00";"234,26";"219,95";"-";"-";"336,93";"331,65";"300,18";"303,67";"269,47";"284,65";"272,32";"300,08";"277,93";"241,40";"215,67";"285,15";"259,02";"253,09";"237,92";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"dezembro 2001";"258,01";"289,12";"294,89";"244,18";"229,26";"-";"-";"350,82";"346,14";"312,59";"316,98";"280,53";"297,02";"284,80";"312,74";"290,45";"251,69";"224,48";"297,73";"270,58";"264,35";"248,66";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"janeiro 2002";"259,89";"291,17";"297,03";"245,99";"230,99";"-";"-";"355,39";"350,33";"316,68";"320,96";"284,28";"300,88";"287,52";"315,01";"293,32";"254,29";"226,81";"300,33";"273,01";"266,85";"251,10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fevereiro 2002";"261,06";"292,45";"298,30";"246,98";"231,91";"-";"-";"356,73";"351,62";"317,77";"322,06";"285,20";"301,88";"288,43";"316,48";"294,14";"255,00";"227,20";"300,65";"273,22";"267,13";"251,34";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"março 2002";"263,98";"295,40";"301,03";"249,62";"234,49";"-";"-";"358,07";"353,02";"319,14";"323,40";"286,53";"303,19";"289,13";"319,53";"296,15";"256,80";"228,46";"301,88";"274,46";"268,06";"252,30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"abril 2002";"265,22";"296,79";"302,47";"250,74";"235,54";"-";"-";"359,54";"354,35";"320,47";"324,63";"287,69";"304,28";"290,08";"321,08";"297,37";"257,78";"229,46";"303,04";"275,57";"269,09";"253,31";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"maio 2002";"265,14";"296,70";"302,46";"250,63";"235,42";"-";"-";"360,01";"354,74";"320,79";"324,94";"287,92";"304,52";"290,49";"321,09";"297,58";"257,98";"230,17";"303,93";"276,39";"269,96";"254,10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"junho 2002";"266,87";"298,62";"304,24";"252,30";"237,08";"-";"-";"360,02";"354,76";"320,75";"324,92";"287,86";"304,50";"290,67";"323,02";"298,62";"259,01";"230,05";"304,08";"276,52";"269,95";"254,13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"julho 2002";"270,56";"302,75";"308,03";"255,88";"240,63";"-";"-";"359,80";"354,85";"320,51";"324,86";"287,59";"304,40";"290,85";"327,20";"300,73";"261,23";"229,06";"304,05";"276,50";"269,68";"253,92";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"agosto 2002";"273,12";"305,67";"310,78";"258,38";"243,11";"-";"-";"362,36";"356,88";"322,73";"326,73";"289,61";"306,20";"292,54";"330,18";"303,22";"263,98";"231,31";"307,05";"279,32";"272,54";"256,57";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"setembro 2002";"276,25";"309,09";"313,92";"261,39";"246,09";"-";"-";"365,44";"359,68";"325,36";"329,30";"291,97";"308,71";"294,00";"333,77";"306,42";"267,15";"231,35";"308,05";"280,28";"273,47";"257,59";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"outubro 2002";"280,32";"313,73";"319,04";"265,39";"249,83";"-";"-";"370,49";"364,59";"330,30";"334,17";"296,66";"313,45";"298,70";"338,55";"310,59";"270,67";"234,10";"311,51";"283,22";"276,46";"260,27";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"novembro 2002";"287,49";"321,78";"326,95";"272,03";"256,18";"-";"-";"380,51";"375,17";"339,54";"343,98";"305,32";"322,86";"307,04";"347,22";"318,84";"278,13";"238,83";"318,12";"288,80";"281,96";"265,13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"dezembro 2002";"305,89";"342,39";"348,17";"289,72";"272,74";"-";"-";"404,03";"400,65";"360,68";"367,43";"324,35";"344,84";"328,36";"369,49";"341,00";"297,08";"251,48";"337,23";"306,14";"298,78";"281,07";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"janeiro 2003";"315,37";"352,91";"358,52";"298,61";"281,32";"-";"-";"416,35";"410,24";"371,48";"376,36";"333,84";"353,12";"336,26";"380,51";"350,07";"305,40";"260,35";"347,28";"315,73";"307,96";"289,87";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fevereiro 2003";"321,38";"359,61";"365,17";"304,14";"286,53";"-";"-";"424,40";"418,09";"378,48";"383,33";"340,12";"359,70";"341,84";"387,92";"355,99";"310,89";"265,44";"353,70";"321,34";"313,68";"295,03";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"março 2003";"325,98";"364,64";"369,83";"308,38";"290,79";"-";"-";"426,50";"420,58";"380,65";"385,69";"342,28";"362,01";"343,33";"392,98";"359,01";"313,69";"266,41";"355,30";"322,86";"315,03";"296,30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"abril 2003";"326,93";"365,78";"371,22";"309,60";"291,86";"-";"-";"428,46";"422,78";"382,36";"387,70";"343,86";"363,91";"344,84";"394,29";"360,67";"315,56";"267,67";"357,10";"324,51";"316,58";"297,77";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"maio 2003";"325,87";"364,76";"370,37";"308,63";"290,89";"-";"-";"427,86";"422,29";"381,80";"387,31";"343,38";"363,58";"345,18";"393,22";"360,81";"315,86";"268,12";"358,17";"325,33";"317,76";"298,71";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"junho 2003";"325,91";"364,86";"370,58";"308,75";"291,02";"-";"-";"429,22";"423,08";"382,95";"388,21";"344,37";"364,43";"346,55";"393,18";"361,94";"317,03";"270,26";"360,45";"327,55";"319,99";"300,94";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"julho 2003";"327,75";"366,86";"372,55";"310,46";"292,62";"-";"-";"431,71";"425,41";"385,18";"390,29";"346,40";"366,39";"347,86";"395,44";"363,52";"318,48";"271,21";"361,74";"328,66";"321,11";"301,93";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"agosto 2003";"329,97";"369,31";"375,07";"312,57";"294,60";"-";"-";"434,58";"428,27";"387,76";"392,83";"348,79";"368,83";"349,64";"398,22";"365,49";"320,30";"272,83";"363,77";"330,29";"322,99";"303,45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"setembro 2003";"330,04";"369,39";"375,30";"312,65";"294,74";"-";"-";"435,71";"428,84";"388,89";"393,56";"349,92";"369,69";"350,23";"398,16";"365,94";"320,77";"273,60";"364,70";"331,13";"324,19";"304,47";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"outubro 2003";"331,25";"370,76";"376,55";"313,51";"295,61";"-";"-";"436,12";"429,19";"389,21";"393,78";"350,12";"369,81";"351,13";"399,55";"366,33";"320,86";"273,86";"364,89";"331,23";"324,28";"304,48";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"novembro 2003";"355,17";"397,48";"403,72";"336,29";"317,04";"-";"-";"465,21";"460,81";"415,65";"422,97";"373,97";"397,01";"377,72";"428,17";"393,72";"343,53";"290,86";"389,99";"354,19";"346,35";"325,52";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"dezembro 2003";"357,75";"400,17";"406,14";"338,51";"319,17";"-";"-";"466,54";"462,12";"416,67";"423,94";"374,80";"397,81";"378,72";"431,12";"396,10";"345,81";"292,85";"392,25";"356,23";"348,07";"327,10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"janeiro 2004";"358,20";"400,66";"406,90";"338,99";"319,60";"-";"-";"467,37";"462,47";"417,39";"424,31";"375,42";"398,16";"379,16";"431,60";"396,51";"346,15";"293,68";"393,27";"357,27";"349,06";"328,10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fevereiro 2004";"359,44";"402,15";"408,32";"340,07";"320,60";"-";"-";"467,25";"463,95";"417,45";"425,58";"375,58";"399,31";"380,51";"433,28";"398,03";"347,62";"294,07";"394,19";"357,72";"349,65";"328,38";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"março 2004";"359,95";"402,81";"408,84";"340,48";"320,91";"-";"-";"468,16";"464,19";"418,12";"425,58";"376,11";"399,21";"380,80";"434,09";"398,26";"347,78";"294,79";"395,17";"358,49";"350,42";"328,92";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"abril 2004";"361,58";"404,56";"410,65";"342,11";"322,38";"-";"-";"469,73";"466,26";"419,53";"427,45";"377,41";"400,99";"381,76";"436,10";"399,95";"349,39";"295,67";"396,46";"359,59";"351,49";"329,95";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"maio 2004";"363,62";"406,92";"413,05";"343,98";"324,14";"-";"-";"473,67";"470,15";"423,12";"431,05";"380,75";"404,39";"384,70";"438,75";"402,94";"352,05";"298,79";"400,10";"362,79";"354,88";"332,95";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"junho 2004";"364,31";"407,75";"414,06";"344,59";"324,74";"-";"-";"475,63";"471,73";"424,84";"432,48";"382,30";"405,75";"386,11";"439,66";"403,92";"353,07";"300,60";"402,03";"364,43";"356,67";"334,49";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"julho 2004";"364,63";"408,13";"414,71";"344,77";"324,90";"-";"-";"476,46";"472,98";"425,67";"433,69";"383,16";"406,90";"387,30";"440,13";"404,53";"353,64";"300,80";"402,37";"364,64";"357,02";"334,70";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"agosto 2004";"366,85";"410,80";"417,32";"347,01";"327,05";"-";"-";"481,20";"477,18";"429,95";"437,71";"387,09";"410,73";"391,24";"442,86";"408,27";"357,39";"304,80";"406,84";"368,77";"361,18";"338,58";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"setembro 2004";"369,39";"413,65";"420,05";"349,25";"329,11";"-";"-";"484,16";"480,12";"432,37";"440,10";"389,19";"412,93";"393,17";"446,18";"410,38";"359,35";"307,03";"409,59";"371,02";"363,42";"340,51";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"outubro 2004";"375,58";"420,60";"426,91";"354,86";"334,50";"-";"-";"493,11";"489,20";"440,86";"448,59";"397,32";"421,20";"400,09";"453,67";"416,16";"364,57";"312,54";"416,37";"376,74";"369,20";"345,48";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"novembro 2004";"379,09";"424,45";"430,71";"358,28";"337,79";"-";"-";"497,57";"493,27";"444,91";"452,38";"401,07";"424,81";"403,61";"457,69";"419,85";"368,20";"316,54";"420,73";"380,89";"373,06";"349,20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"dezembro 2004";"396,66";"444,26";"450,66";"375,03";"353,49";"-";"-";"518,75";"516,09";"464,19";"473,27";"418,59";"444,44";"422,95";"479,06";"439,22";"384,62";"328,84";"439,22";"397,44";"389,12";"364,17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"janeiro 2005";"396,31";"444,00";"450,28";"374,52";"352,92";"-";"-";"518,79";"516,62";"464,04";"473,58";"418,32";"444,57";"423,43";"478,96";"439,78";"385,02";"328,94";"439,55";"397,62";"389,33";"364,35";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fevereiro 2005";"398,07";"446,17";"453,24";"376,22";"354,38";"-";"-";"522,56";"519,75";"467,28";"476,40";"421,17";"447,15";"426,16";"481,43";"442,40";"387,53";"332,40";"443,71";"401,28";"393,09";"367,73";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"março 2005";"399,43";"447,64";"454,74";"377,53";"355,59";"-";"-";"523,65";"521,14";"468,24";"477,62";"422,04";"448,32";"427,00";"483,06";"443,57";"388,62";"333,20";"444,68";"402,08";"393,90";"368,48";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"abril 2005";"404,44";"453,15";"460,21";"382,15";"359,97";"-";"-";"528,71";"526,66";"473,17";"482,74";"426,80";"453,24";"430,69";"489,05";"447,15";"391,61";"335,01";"447,39";"404,22";"396,20";"370,33";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"maio 2005";"404,00";"452,67";"459,20";"381,70";"359,58";"-";"-";"529,57";"526,67";"473,89";"482,65";"427,47";"453,19";"430,13";"488,67";"446,22";"391,24";"336,35";"448,31";"405,33";"397,33";"371,44";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"junho 2005";"401,80";"450,27";"456,60";"379,49";"357,47";"-";"-";"527,82";"524,25";"472,16";"480,42";"425,82";"451,01";"428,44";"486,12";"444,35";"389,57";"336,83";"448,28";"405,40";"397,58";"371,72";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"julho 2005";"402,30";"450,97";"457,74";"380,06";"357,98";"-";"-";"529,94";"525,52";"474,06";"481,70";"427,51";"452,16";"430,02";"486,76";"445,37";"390,56";"339,35";"450,42";"407,45";"399,52";"373,60";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"agosto 2005";"402,21";"450,81";"457,86";"380,22";"358,10";"-";"-";"529,26";"525,42";"473,56";"481,69";"427,09";"452,22";"429,77";"486,58";"445,72";"390,96";"338,69";"449,91";"407,08";"399,02";"373,29";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"setembro 2005";"405,27";"454,16";"461,16";"383,07";"360,83";"-";"-";"531,57";"527,03";"475,73";"483,10";"429,02";"453,44";"431,14";"490,06";"446,76";"391,68";"340,29";"451,07";"408,20";"399,66";"374,01";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"outubro 2005";"404,89";"453,76";"460,65";"382,63";"360,37";"-";"-";"532,48";"528,06";"476,49";"483,98";"429,71";"454,19";"431,41";"489,79";"447,05";"391,84";"340,04";"450,82";"407,98";"399,42";"373,80";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"novembro 2005";"405,47";"454,42";"461,40";"383,27";"360,95";"-";"-";"533,40";"528,88";"477,26";"484,59";"430,38";"454,69";"431,77";"490,61";"447,33";"392,18";"340,82";"451,95";"408,95";"400,40";"374,60";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"dezembro 2005";"414,14";"464,15";"471,00";"390,94";"368,14";"-";"-";"546,45";"541,62";"488,60";"496,05";"440,21";"465,05";"442,50";"501,26";"458,04";"400,31";"348,30";"462,43";"418,66";"410,10";"383,84";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"janeiro 2006";"416,36";"466,53";"473,11";"392,89";"370,02";"-";"-";"550,94";"544,03";"492,27";"498,05";"443,27";"466,84";"443,78";"503,91";"459,41";"401,44";"351,20";"465,28";"421,45";"412,90";"386,48";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fevereiro 2006";"415,47";"465,53";"471,75";"392,12";"369,33";"-";"-";"549,78";"542,98";"491,18";"496,96";"442,32";"465,88";"442,71";"502,88";"458,41";"400,81";"350,38";"464,88";"421,04";"412,64";"386,12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"março 2006";"415,86";"466,03";"472,43";"392,73";"369,80";"-";"-";"549,45";"542,86";"490,82";"496,68";"442,03";"465,65";"442,60";"503,53";"458,06";"400,85";"350,20";"465,16";"421,20";"412,70";"386,13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"abril 2006";"419,05";"469,73";"476,43";"395,73";"372,60";"-";"-";"553,34";"546,55";"494,55";"500,09";"445,55";"468,91";"446,00";"507,42";"461,02";"403,12";"352,56";"468,28";"423,79";"414,90";"388,06";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"maio 2006";"418,24";"468,82";"475,19";"394,99";"371,91";"-";"-";"553,14";"546,05";"494,38";"499,64";"445,43";"468,55";"445,34";"506,49";"460,55";"402,84";"351,94";"467,77";"423,43";"414,63";"387,84";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"junho 2006";"418,74";"469,37";"475,71";"395,29";"372,20";"-";"-";"554,72";"547,13";"495,58";"500,45";"446,40";"469,25";"445,91";"507,22";"460,91";"403,11";"353,28";"469,01";"424,51";"415,80";"388,88";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"julho 2006";"418,53";"469,19";"475,64";"395,28";"372,20";"-";"-";"556,15";"547,99";"496,79";"501,34";"447,46";"470,08";"446,81";"506,96";"461,35";"403,89";"355,17";"470,81";"426,36";"417,62";"390,68";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"agosto 2006";"417,47";"468,04";"474,83";"394,22";"371,17";"-";"-";"554,68";"546,59";"495,44";"499,91";"446,24";"468,67";"445,41";"505,83";"459,99";"402,67";"354,60";"470,10";"425,64";"416,97";"389,96";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"setembro 2006";"416,70";"467,16";"473,95";"393,57";"370,63";"-";"-";"553,60";"545,58";"494,62";"499,10";"445,62";"468,00";"444,78";"504,76";"459,28";"401,96";"355,15";"470,53";"426,05";"417,49";"390,41";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"outubro 2006";"417,98";"468,57";"475,23";"394,63";"371,63";"-";"-";"555,56";"547,53";"496,28";"500,84";"447,03";"469,59";"446,36";"506,39";"460,77";"403,24";"355,00";"470,85";"426,27";"417,73";"390,61";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"novembro 2006";"420,24";"471,06";"477,64";"396,90";"373,82";"-";"-";"557,67";"549,19";"498,11";"502,40";"448,66";"471,06";"447,59";"508,99";"462,55";"405,17";"355,77";"472,14";"427,60";"418,90";"391,78";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"dezembro 2006";"432,36";"484,67";"491,40";"408,34";"384,59";"-";"-";"572,28";"565,10";"511,31";"516,96";"460,51";"484,62";"461,18";"523,63";"476,46";"416,64";"364,50";"485,39";"439,60";"430,57";"402,80";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"janeiro 2007";"433,56";"486,06";"493,02";"409,41";"385,59";"-";"-";"574,25";"566,60";"512,94";"518,21";"461,94";"485,80";"462,48";"525,18";"477,47";"417,54";"366,50";"487,73";"441,66";"432,57";"404,59";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fevereiro 2007";"435,88";"488,69";"496,14";"411,72";"387,77";"-";"-";"579,31";"571,30";"517,75";"522,86";"466,39";"490,17";"466,50";"527,88";"480,02";"419,74";"369,96";"490,21";"444,03";"434,70";"406,70";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"março 2007";"440,22";"493,47";"500,82";"415,83";"391,81";"-";"-";"582,79";"574,69";"521,13";"526,10";"469,65";"493,38";"468,78";"532,78";"483,30";"422,91";"370,76";"491,83";"445,55";"436,12";"408,06";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"abril 2007";"442,35";"495,72";"502,92";"417,98";"393,91";"-";"-";"584,30";"575,78";"522,40";"527,16";"470,74";"494,37";"469,80";"535,05";"485,43";"425,15";"372,65";"493,95";"447,79";"438,00";"410,07";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"maio 2007";"441,67";"495,14";"502,44";"417,49";"393,48";"-";"-";"584,07";"575,10";"522,07";"526,60";"470,38";"493,80";"470,01";"534,23";"485,65";"425,85";"374,34";"495,84";"449,68";"439,93";"411,93";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"junho 2007";"442,55";"496,11";"503,11";"418,36";"394,34";"-";"-";"585,22";"576,40";"523,26";"528,04";"471,56";"495,26";"471,17";"535,12";"487,05";"426,98";"374,68";"496,09";"449,99";"440,25";"412,45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"julho 2007";"443,31";"496,91";"503,10";"419,06";"395,16";"-";"-";"584,29";"575,50";"522,35";"527,01";"470,82";"494,40";"469,54";"535,99";"487,14";"427,61";"373,16";"495,58";"449,58";"439,87";"412,01";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
