"Tabela 647 - Custo de projeto m², por tipo de projeto e padrão de acabamento"
"Variável - Custo de projeto m² (Reais)"
"Unidade da Federação - Minas Gerais"
"Padrão de acabamento - Mínimo"
"Mês";"Tipo de projeto"
"Mês";"CP.1-2Q.....46 Casa popular, 1 pavimento, varanda, sala, 2 quartos, circulação, banheiro e cozinha";"CP.1-2Q.....40 Casa popular, 1 pavimento, sala, 2 quartos, circulação, banheiro e cozinha";"CR.1-2Q.....62 Casa residencial, 1 pavimento, varanda, sala,2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"CR.1-3Q....104 Casa residencial, 1 pavimento, varanda, sala,3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"CR.1-4Q....122 Casa residencial, 1 pavimento, varanda, sala,4 quartos, circulação, 2 banheiros, cozinha, área de serviço, quarto e WC de empregada";"EA.1-US.....04 Especificação tipo ""A"", 1 pavimento, somente unidade sanitária";"EB.1-US.....03 Especificação tipo ""B"", 1 pavimento, somente unidade sanitária";"EA.1-0Q.....22 Especificação tipo ""A"", 1 pavimento, sala, cozinha e banheiro";"EB.1-0Q.....22 Especificação tipo ""B"", 1 pavimento, sala, cozinha e banheiro";"EA.1-1Q.....30 Especificação tipo ""A"", 1 pavimento, sala, 1 quarto, cozinha e banheiro";"EB.1-1Q.....32 Especificação tipo ""B"", 1 pavimento, sala, 1 quarto, cozinha e banheiro";"EA.2-2Q.....38 Especificação tipo ""A"", 1 pavimento, sala, 2 quartos, cozinha e banheiro";"EB.1-2Q.....39 Especificação tipo ""B"", 1 pavimento, sala, 2 quartos, cozinha e banheiro";"EB.2-2Q.....45 Especificação tipo ""B"", 2 pavimentos, sala, 2 quartos, cozinha e banheiro";"CP.1-1Q.....30 Casa popular, 1 pavimento, sala, 1 quarto, circulação, banheiro e cozinha";"CP.2-3Q.....56 Casa popular, 2 pavimentos, sala, 3 quartos, circulação, banheiro e cozinha";"CR.2-2Q.....81 Casa residencial, geminada, 2 pavimentos, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR5-2QT...2125 Prédio residencial, térreo, 5 pavimentos tipo, sala, 2 quartos, banheiro, cozinha e área de serviço";"PR4-2QT...1433 Prédio residencial, térreo, 4 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR4-3QT...2264 Prédio residencial, térreo, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR4-2QP...1643 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR4-3QP...2520 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR6-3QP...7181 Prédio residencial, pilotis, 6 pavimentos tipo, sala, 3 quartos, circulação, 2 banheiros, copa-cozinha, área de serviço, quarto e WC de empregada";"PR8-2QP...2620 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR8-3QP...4266 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR8-3QP...3176 Prédio residencial, pilotis, 8 pavimentos tipo, 2 salas, 3 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada";"PR12-2QP..3597 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR12-3QP..6013 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR12-4QP..4050 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada";"PR18-4QP..5870 Prédio residencial, pilotis, 18 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada";"PC.12-LA..8192 Prédio comercial, 12 pavimentos, lojas e salas autônomas";"PC.18-LA.11072 Prédio comercial, 18 pavimentos, lojas e salas autônomas";"PC.12-LC..6862 Prédio comercial, 12 pavimentos, lojas e andar corrido";"PC.18-LC.10111 Prédio comercial, 18 pavimentos, lojas e andar corrido";"CB-M........31 Projeto-tipo cesta básica, materiais, sala, quarto, circulação, banheiro e cozinha";"CB-MMIN.....23 Projeto-tipo cesta básica, materiais mínimos, sala, circulação, banheiro e cozinha";"CB-M........23 Projeto-tipo cesta básica, materiais, sala, circulação, banheiro e cozinha";"CB-MMO......31 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, quarto, circulação, banheiro e cozinha";"CB-MMO......23 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, circulação, banheiro e cozinha"
"março 2007";"360,56";"405,18";"418,84";"-";"-";"790,43";"981,39";"534,04";"525,88";"474,19";"477,01";"425,79";"447,24";"423,73";"442,39";"413,45";"357,93";"314,82";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"149,48";"133,15";"165,52";"334,19";"381,75"
"abril 2007";"360,87";"405,53";"419,20";"-";"-";"791,34";"981,85";"535,21";"526,71";"475,09";"477,79";"426,57";"447,96";"424,59";"442,74";"414,23";"358,76";"315,93";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"149,55";"133,22";"165,51";"334,26";"381,74"
"maio 2007";"359,56";"404,25";"418,05";"-";"-";"791,80";"982,04";"537,21";"528,32";"476,94";"479,31";"428,29";"449,40";"425,87";"441,29";"414,22";"359,07";"317,64";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"147,62";"131,24";"163,52";"332,33";"379,74"
"junho 2007";"360,13";"404,87";"418,40";"-";"-";"789,23";"978,44";"537,19";"528,44";"476,99";"479,56";"428,38";"449,72";"426,52";"441,84";"415,20";"359,93";"317,61";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"147,73";"131,27";"163,43";"332,44";"379,65"
"julho 2007";"359,42";"404,04";"416,94";"-";"-";"788,53";"978,68";"536,17";"527,42";"475,90";"478,35";"427,44";"448,67";"425,21";"441,12";"414,57";"359,67";"316,29";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"148,85";"132,26";"164,67";"333,56";"380,89"
"agosto 2007";"360,36";"405,05";"418,03";"-";"-";"788,51";"978,91";"536,79";"528,37";"476,55";"479,33";"428,07";"449,64";"426,20";"442,19";"415,72";"360,69";"316,34";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"149,58";"132,71";"165,47";"334,29";"381,70"
"setembro 2007";"362,61";"407,41";"420,58";"-";"-";"791,67";"983,61";"539,28";"531,05";"478,68";"481,84";"429,89";"452,01";"428,51";"444,84";"418,00";"362,53";"317,47";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"151,12";"133,90";"167,19";"335,83";"383,42"
"outubro 2007";"364,03";"408,88";"422,11";"-";"-";"793,33";"987,38";"539,65";"532,34";"478,81";"483,00";"429,83";"453,03";"429,78";"446,51";"419,85";"364,23";"317,23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"152,62";"134,91";"168,83";"337,34";"385,06"
"novembro 2007";"369,01";"414,26";"427,45";"-";"-";"800,89";"996,18";"544,78";"536,70";"483,09";"486,98";"433,53";"456,78";"433,47";"452,32";"424,49";"368,30";"320,42";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"157,56";"139,20";"174,12";"342,27";"390,35"
"dezembro 2007";"387,76";"435,25";"449,32";"-";"-";"842,55";"1050,71";"570,84";"564,81";"506,31";"512,63";"454,27";"480,71";"456,78";"475,25";"447,43";"387,42";"334,70";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"159,06";"140,06";"175,95";"361,79";"413,26"
"janeiro 2008";"390,26";"437,89";"451,59";"-";"-";"845,22";"1051,68";"572,60";"564,98";"507,62";"512,76";"455,33";"480,82";"457,03";"478,08";"448,82";"388,51";"336,47";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"161,32";"142,25";"178,17";"364,05";"415,49"
"fevereiro 2008";"392,66";"440,57";"454,34";"-";"-";"855,37";"1063,80";"577,00";"568,31";"511,15";"515,64";"458,29";"483,44";"459,58";"481,14";"451,36";"390,71";"339,14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"164,14";"144,61";"181,28";"366,87";"418,59"
"março 2008";"395,48";"443,78";"458,00";"-";"-";"860,88";"1071,40";"580,92";"572,19";"514,60";"519,10";"461,45";"486,73";"462,46";"484,79";"454,37";"393,39";"341,74";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"165,76";"145,90";"183,35";"368,49";"420,66"
"abril 2008";"396,12";"444,55";"458,91";"-";"-";"860,92";"1072,01";"581,04";"572,76";"514,87";"519,62";"461,78";"487,23";"462,89";"485,68";"454,96";"393,91";"341,86";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"166,55";"146,70";"184,28";"369,28";"421,59"
"maio 2008";"398,48";"447,16";"461,57";"-";"-";"863,65";"1074,64";"584,39";"576,09";"517,87";"522,79";"464,48";"490,21";"466,03";"488,42";"457,90";"396,35";"343,51";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"167,52";"147,31";"185,17";"370,24";"422,48"
"junho 2008";"399,72";"448,50";"462,97";"-";"-";"864,82";"1074,68";"586,35";"577,48";"519,58";"524,27";"466,04";"491,71";"467,66";"489,72";"459,57";"397,86";"344,95";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"168,92";"148,48";"186,68";"371,65";"423,99"
"julho 2008";"401,17";"450,21";"464,68";"-";"-";"870,93";"1081,53";"589,37";"580,12";"522,24";"526,64";"468,44";"493,88";"470,09";"491,55";"462,00";"400,10";"347,08";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"169,29";"148,82";"187,03";"372,02";"424,34"
"agosto 2008";"401,32";"450,56";"465,52";"-";"-";"880,54";"1091,15";"597,04";"585,81";"528,62";"531,84";"474,00";"498,66";"474,84";"491,98";"464,79";"403,27";"353,31";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"168,93";"148,38";"186,92";"371,66";"424,23"
"setembro 2008";"409,59";"459,76";"474,74";"-";"-";"897,91";"1112,33";"608,77";"597,44";"539,08";"542,40";"483,35";"508,62";"484,38";"502,13";"474,64";"411,13";"358,37";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"171,48";"150,71";"190,03";"380,75";"434,98"
"outubro 2008";"413,72";"464,23";"479,55";"-";"-";"902,48";"1118,54";"612,92";"601,47";"542,66";"546,21";"486,52";"512,16";"487,55";"506,92";"478,33";"414,56";"361,95";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"174,37";"153,15";"193,00";"383,64";"437,95"
"novembro 2008";"415,32";"466,01";"481,00";"-";"-";"905,15";"1121,39";"615,39";"604,03";"544,75";"548,64";"488,35";"514,47";"490,54";"508,75";"481,66";"418,01";"363,78";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"175,50";"153,72";"194,33";"384,76";"439,28"
"dezembro 2008";"424,66";"476,49";"491,83";"-";"-";"926,56";"1146,84";"629,13";"617,16";"556,89";"560,63";"499,15";"525,66";"501,59";"520,17";"492,75";"427,17";"372,58";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"175,50";"153,72";"194,36";"394,45";"450,74"
"janeiro 2009";"426,59";"478,58";"494,10";"-";"-";"932,46";"1155,33";"632,38";"620,76";"559,69";"563,80";"501,63";"528,59";"504,17";"522,53";"494,81";"428,86";"373,71";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"176,15";"154,42";"195,01";"396,37";"452,79"
"fevereiro 2009";"427,70";"479,87";"495,50";"-";"-";"938,31";"1160,15";"636,97";"623,31";"563,35";"566,12";"504,74";"530,74";"506,52";"523,94";"496,77";"430,93";"378,23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"176,99";"155,06";"195,89";"397,21";"453,67"
"março 2009";"429,26";"481,55";"497,14";"-";"-";"940,22";"1163,63";"639,24";"626,13";"565,46";"568,74";"506,69";"533,25";"508,58";"525,74";"498,66";"432,71";"378,75";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"178,54";"156,12";"197,60";"398,76";"455,38"
"abril 2009";"429,85";"482,12";"497,70";"-";"-";"938,88";"1160,93";"639,07";"625,60";"565,41";"568,32";"506,69";"532,87";"508,33";"526,33";"498,74";"432,60";"379,05";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"179,21";"157,06";"198,32";"399,42";"456,10"
"maio 2009";"434,63";"487,44";"502,78";"-";"-";"937,40";"1157,17";"646,21";"632,52";"572,52";"574,83";"513,74";"539,37";"512,95";"531,93";"501,81";"435,22";"381,95";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"181,12";"159,01";"199,83";"401,33";"457,61"
"junho 2009";"435,23";"488,17";"503,76";"-";"-";"939,22";"1159,03";"650,17";"636,79";"576,44";"578,87";"517,52";"543,26";"515,72";"532,61";"502,46";"436,08";"382,84";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"180,49";"158,22";"199,23";"400,70";"457,01"
"julho 2009";"435,48";"488,47";"504,12";"-";"-";"943,67";"1164,18";"651,50";"637,50";"577,40";"579,36";"518,28";"543,61";"515,97";"533,09";"502,48";"436,14";"383,88";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"181,00";"159,10";"199,98";"401,22";"457,77"
"agosto 2009";"435,49";"488,50";"504,25";"-";"-";"942,99";"1162,99";"651,16";"637,08";"577,17";"579,05";"518,10";"543,35";"515,80";"533,03";"502,51";"436,15";"383,86";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"180,92";"158,99";"199,82";"401,14";"457,61"
"setembro 2009";"436,11";"489,19";"504,89";"-";"-";"947,25";"1169,18";"652,14";"638,14";"577,87";"579,83";"518,67";"544,03";"516,39";"533,92";"502,99";"436,55";"384,01";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"181,72";"159,72";"200,57";"401,93";"458,35"
"outubro 2009";"435,41";"488,54";"504,42";"-";"-";"945,88";"1168,94";"651,60";"638,86";"577,59";"580,53";"518,53";"544,71";"517,10";"533,11";"503,59";"437,22";"383,38";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"180,81";"158,75";"199,68";"401,02";"457,46"
"novembro 2009";"436,09";"489,26";"505,20";"-";"-";"946,95";"1171,16";"652,21";"639,84";"578,24";"581,41";"519,18";"545,54";"517,69";"533,99";"504,11";"437,58";"383,53";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"181,41";"159,30";"200,41";"401,63";"458,20"
"dezembro 2009";"453,33";"508,53";"524,83";"-";"-";"978,56";"1212,04";"673,36";"662,72";"597,24";"602,29";"536,24";"565,02";"536,63";"554,92";"523,88";"453,70";"394,97";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"182,96";"160,77";"202,10";"419,44";"478,92"
"janeiro 2010";"454,25";"509,55";"525,75";"-";"-";"978,82";"1213,32";"673,05";"662,80";"596,87";"602,33";"535,84";"565,07";"536,79";"555,98";"524,70";"454,59";"394,95";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"184,14";"161,69";"203,33";"420,63";"480,15"
"fevereiro 2010";"455,58";"511,00";"527,38";"-";"-";"980,39";"1217,63";"674,40";"665,08";"597,96";"604,39";"536,81";"567,06";"538,49";"557,58";"526,37";"456,59";"396,46";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"185,33";"162,60";"204,63";"421,81";"481,45"
"março 2010";"456,47";"512,03";"528,36";"-";"-";"980,54";"1217,21";"675,90";"666,20";"599,38";"605,47";"538,13";"568,15";"539,43";"558,61";"527,36";"457,35";"397,49";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"186,00";"163,08";"205,32";"422,48";"482,15"
"abril 2010";"457,05";"512,78";"529,54";"-";"-";"983,95";"1221,21";"678,34";"668,87";"601,66";"608,07";"540,16";"570,57";"541,95";"559,35";"528,93";"458,77";"398,83";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"186,49";"163,22";"206,01";"422,98";"482,83"
"maio 2010";"459,39";"515,52";"532,56";"-";"-";"992,74";"1232,79";"682,43";"673,05";"605,34";"611,90";"543,46";"574,16";"545,42";"562,39";"531,73";"461,52";"401,17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"188,72";"164,78";"208,79";"425,20";"485,62"
"junho 2010";"460,37";"516,67";"534,21";"-";"-";"993,28";"1231,63";"685,06";"674,91";"607,79";"613,84";"545,77";"576,11";"547,20";"563,43";"533,52";"463,22";"402,89";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"189,68";"165,61";"210,04";"426,17";"486,87"
"julho 2010";"459,82";"516,16";"533,93";"-";"-";"996,25";"1233,55";"687,61";"676,79";"610,09";"615,69";"547,81";"577,81";"549,18";"562,75";"533,72";"463,54";"405,21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"189,23";"165,24";"209,68";"425,72";"486,50"
"agosto 2010";"462,40";"519,04";"536,77";"-";"-";"998,96";"1237,61";"691,47";"680,96";"613,74";"619,48";"551,20";"581,43";"551,92";"565,78";"536,31";"465,87";"406,19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"191,03";"166,84";"211,61";"427,51";"488,43"
"setembro 2010";"464,72";"521,51";"538,77";"-";"-";"1000,95";"1239,68";"696,31";"685,64";"618,32";"623,83";"555,52";"585,70";"554,83";"568,30";"538,06";"467,81";"408,25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"191,69";"167,37";"212,19";"428,18";"489,01"
"outubro 2010";"467,04";"524,09";"541,34";"-";"-";"1001,51";"1239,91";"697,05";"686,19";"619,08";"624,36";"556,23";"586,26";"555,28";"571,01";"539,85";"469,06";"408,43";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"193,99";"169,71";"214,64";"430,48";"491,46"
"novembro 2010";"494,61";"554,97";"573,05";"-";"-";"1056,22";"1310,90";"733,58";"726,21";"652,03";"661,12";"585,82";"620,57";"588,63";"604,39";"572,60";"496,14";"427,10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"195,77";"170,78";"216,58";"458,85";"524,46"
"dezembro 2010";"495,68";"556,18";"574,36";"-";"-";"1058,09";"1313,99";"734,47";"727,32";"652,82";"662,09";"586,47";"621,47";"589,54";"605,69";"574,02";"497,22";"427,06";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"196,76";"171,58";"217,70";"459,83";"525,58"
"janeiro 2011";"496,28";"556,88";"575,01";"-";"-";"1059,11";"1315,62";"734,33";"727,80";"652,87";"662,57";"586,56";"621,96";"590,19";"606,37";"574,66";"497,71";"426,32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"197,32";"171,95";"218,28";"460,39";"526,16"
"fevereiro 2011";"496,51";"557,14";"575,30";"-";"-";"1061,16";"1317,74";"735,32";"728,23";"653,62";"662,93";"587,18";"622,28";"590,55";"606,67";"574,93";"497,91";"426,99";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"197,29";"172,02";"218,28";"460,36";"526,16"
"março 2011";"497,93";"558,64";"576,86";"-";"-";"1059,42";"1317,84";"735,29";"729,55";"653,66";"664,31";"587,24";"623,69";"591,88";"608,20";"576,62";"499,48";"426,55";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"198,34";"172,67";"219,33";"461,42";"527,21"
"abril 2011";"500,06";"561,05";"579,39";"-";"-";"1060,50";"1319,96";"737,50";"732,21";"655,72";"666,74";"589,21";"626,09";"594,06";"610,84";"578,56";"501,24";"427,92";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"199,96";"173,97";"220,85";"463,03";"528,74"
"maio 2011";"503,38";"564,72";"583,16";"-";"-";"1072,27";"1332,07";"746,11";"739,97";"663,60";"674,06";"596,34";"632,97";"600,89";"614,77";"582,46";"504,73";"432,99";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"201,99";"175,75";"223,03";"465,06";"530,91"
"junho 2011";"505,51";"567,03";"585,38";"-";"-";"1073,29";"1332,61";"749,63";"743,59";"667,09";"677,52";"599,63";"636,29";"603,63";"617,22";"584,18";"505,88";"433,41";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"203,43";"177,26";"224,48";"466,51";"532,36"
"julho 2011";"508,52";"570,66";"588,54";"-";"-";"1074,74";"1332,14";"754,20";"747,34";"671,15";"680,96";"603,44";"639,78";"608,29";"621,01";"587,49";"509,03";"438,20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"205,09";"178,25";"225,22";"468,17";"533,10"
"agosto 2011";"510,68";"573,08";"591,00";"-";"-";"1071,68";"1329,49";"757,99";"752,04";"675,19";"685,42";"607,53";"644,29";"611,06";"623,56";"588,40";"509,54";"438,47";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"206,45";"179,38";"226,29";"469,52";"534,17"
"setembro 2011";"511,90";"574,38";"592,18";"-";"-";"1071,72";"1329,46";"760,71";"754,90";"677,87";"688,09";"610,12";"646,86";"612,50";"624,89";"589,23";"510,28";"438,41";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"207,05";"179,96";"226,86";"470,13";"534,74"
"outubro 2011";"512,74";"575,29";"592,87";"-";"-";"1075,01";"1333,68";"762,86";"757,02";"679,84";"690,00";"611,90";"648,64";"614,00";"625,95";"589,73";"510,76";"439,48";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"207,82";"180,79";"227,74";"470,90";"535,62"
"novembro 2011";"513,06";"575,57";"593,17";"-";"-";"1074,89";"1333,92";"764,14";"758,40";"681,10";"691,22";"613,09";"649,79";"614,45";"626,35";"589,38";"510,28";"439,32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"207,62";"180,82";"227,46";"470,70";"535,34"
"dezembro 2011";"514,02";"576,77";"594,05";"-";"-";"1076,16";"1333,28";"766,54";"760,15";"683,44";"692,90";"615,33";"651,40";"616,40";"627,58";"590,28";"511,00";"441,02";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"208,19";"181,38";"227,71";"471,27";"535,59"
"janeiro 2012";"542,36";"608,23";"626,00";"-";"-";"1118,63";"1392,12";"792,97";"794,08";"708,83";"724,18";"638,72";"680,95";"643,48";"661,62";"619,42";"532,17";"446,29";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"207,94";"181,10";"227,35";"502,22";"571,75"
"fevereiro 2012";"544,88";"611,02";"628,86";"-";"-";"1121,89";"1395,57";"794,47";"795,41";"710,35";"725,42";"640,21";"682,19";"645,04";"664,69";"621,81";"534,00";"446,93";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"210,03";"183,11";"229,71";"504,31";"574,12"
"março 2012";"547,19";"613,53";"631,81";"-";"-";"1128,27";"1405,54";"798,24";"799,93";"713,74";"729,52";"643,28";"686,05";"648,21";"667,64";"623,94";"535,85";"448,19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"212,05";"184,93";"232,15";"506,34";"576,56"
"abril 2012";"549,60";"616,18";"634,38";"-";"-";"1126,23";"1405,94";"798,69";"801,75";"713,98";"731,03";"643,46";"687,53";"649,21";"670,51";"625,81";"537,85";"448,46";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"214,46";"186,89";"234,76";"508,74";"579,16"
"maio 2012";"551,41";"618,13";"636,60";"-";"-";"1131,39";"1413,72";"800,66";"804,27";"715,65";"733,24";"644,88";"689,55";"651,21";"672,80";"627,68";"539,32";"449,05";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"216,24";"188,61";"236,79";"510,53";"581,19"
"junho 2012";"550,63";"617,30";"635,94";"-";"-";"1131,95";"1413,78";"800,63";"803,60";"715,56";"732,49";"644,75";"688,79";"650,40";"671,94";"626,52";"538,42";"448,82";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"216,20";"188,76";"236,65";"510,48";"581,05"
"julho 2012";"551,75";"618,52";"636,88";"-";"-";"1136,58";"1414,70";"804,66";"805,15";"718,94";"734,02";"647,66";"690,33";"652,57";"673,19";"628,74";"540,15";"451,83";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"216,68";"189,15";"237,19";"510,96";"581,59"
"agosto 2012";"553,63";"620,65";"639,44";"-";"-";"1133,90";"1412,04";"803,97";"804,41";"718,32";"733,19";"647,21";"689,67";"651,19";"675,44";"630,51";"541,58";"450,64";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"219,37";"191,94";"240,20";"513,66";"584,60"
"setembro 2012";"550,84";"617,37";"636,17";"-";"-";"1131,49";"1408,37";"802,18";"802,30";"716,74";"731,30";"645,65";"687,78";"648,37";"671,89";"627,66";"538,87";"448,06";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"217,45";"190,25";"238,57";"511,74";"582,98"
