"Tabela 647 - Custo de projeto m², por tipo de projeto e padrão de acabamento"
"Variável - Custo de projeto m² (Reais)"
"Unidade da Federação - Minas Gerais"
"Padrão de acabamento - Mínimo"
"Mês";"Tipo de projeto"
"Mês";"CP.1-2Q.....46 Casa popular, 1 pavimento, varanda, sala, 2 quartos, circulação, banheiro e cozinha";"CP.1-2Q.....40 Casa popular, 1 pavimento, sala, 2 quartos, circulação, banheiro e cozinha";"CR.1-2Q.....62 Casa residencial, 1 pavimento, varanda, sala,2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"CR.1-3Q....104 Casa residencial, 1 pavimento, varanda, sala,3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"CR.1-4Q....122 Casa residencial, 1 pavimento, varanda, sala,4 quartos, circulação, 2 banheiros, cozinha, área de serviço, quarto e WC de empregada";"EA.1-US.....04 Especificação tipo ""A"", 1 pavimento, somente unidade sanitária";"EB.1-US.....03 Especificação tipo ""B"", 1 pavimento, somente unidade sanitária";"EA.1-0Q.....22 Especificação tipo ""A"", 1 pavimento, sala, cozinha e banheiro";"EB.1-0Q.....22 Especificação tipo ""B"", 1 pavimento, sala, cozinha e banheiro";"EA.1-1Q.....30 Especificação tipo ""A"", 1 pavimento, sala, 1 quarto, cozinha e banheiro";"EB.1-1Q.....32 Especificação tipo ""B"", 1 pavimento, sala, 1 quarto, cozinha e banheiro";"EA.2-2Q.....38 Especificação tipo ""A"", 1 pavimento, sala, 2 quartos, cozinha e banheiro";"EB.1-2Q.....39 Especificação tipo ""B"", 1 pavimento, sala, 2 quartos, cozinha e banheiro";"EB.2-2Q.....45 Especificação tipo ""B"", 2 pavimentos, sala, 2 quartos, cozinha e banheiro";"CP.1-1Q.....30 Casa popular, 1 pavimento, sala, 1 quarto, circulação, banheiro e cozinha";"CP.2-3Q.....56 Casa popular, 2 pavimentos, sala, 3 quartos, circulação, banheiro e cozinha";"CR.2-2Q.....81 Casa residencial, geminada, 2 pavimentos, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR5-2QT...2125 Prédio residencial, térreo, 5 pavimentos tipo, sala, 2 quartos, banheiro, cozinha e área de serviço";"PR4-2QT...1433 Prédio residencial, térreo, 4 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR4-3QT...2264 Prédio residencial, térreo, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR4-2QP...1643 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR4-3QP...2520 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR6-3QP...7181 Prédio residencial, pilotis, 6 pavimentos tipo, sala, 3 quartos, circulação, 2 banheiros, copa-cozinha, área de serviço, quarto e WC de empregada";"PR8-2QP...2620 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR8-3QP...4266 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR8-3QP...3176 Prédio residencial, pilotis, 8 pavimentos tipo, 2 salas, 3 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada";"PR12-2QP..3597 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR12-3QP..6013 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR12-4QP..4050 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada";"PR18-4QP..5870 Prédio residencial, pilotis, 18 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada";"PC.12-LA..8192 Prédio comercial, 12 pavimentos, lojas e salas autônomas";"PC.18-LA.11072 Prédio comercial, 18 pavimentos, lojas e salas autônomas";"PC.12-LC..6862 Prédio comercial, 12 pavimentos, lojas e andar corrido";"PC.18-LC.10111 Prédio comercial, 18 pavimentos, lojas e andar corrido";"CB-M........31 Projeto-tipo cesta básica, materiais, sala, quarto, circulação, banheiro e cozinha";"CB-MMIN.....23 Projeto-tipo cesta básica, materiais mínimos, sala, circulação, banheiro e cozinha";"CB-M........23 Projeto-tipo cesta básica, materiais, sala, circulação, banheiro e cozinha";"CB-MMO......31 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, quarto, circulação, banheiro e cozinha";"CB-MMO......23 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, circulação, banheiro e cozinha"
"julho 2001";"207,84";"233,25";"241,64";"-";"-";"464,61";"577,17";"296,45";"292,01";"261,77";"264,98";"233,78";"248,13";"239,00";"254,52";"238,71";"206,14";"179,27";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"94,46";"83,28";"104,97";"200,17";"228,72"
"agosto 2001";"208,61";"234,11";"242,49";"-";"-";"466,51";"579,44";"299,17";"294,30";"264,08";"267,06";"235,85";"250,14";"240,68";"255,47";"239,95";"207,50";"181,09";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"95,66";"84,26";"106,28";"201,37";"230,04"
"setembro 2001";"210,60";"236,31";"244,88";"-";"-";"471,24";"584,57";"302,99";"297,59";"267,36";"270,15";"238,70";"253,03";"243,54";"257,83";"242,52";"209,79";"183,40";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"97,30";"85,50";"108,06";"202,98";"231,78"
"outubro 2001";"210,73";"236,46";"244,98";"-";"-";"471,45";"585,06";"303,65";"298,10";"267,90";"270,56";"239,22";"253,44";"243,74";"258,04";"242,62";"210,02";"183,99";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"97,34";"85,48";"108,08";"202,96";"231,72"
"novembro 2001";"210,68";"236,42";"244,92";"-";"-";"471,41";"585,06";"302,67";"297,05";"266,89";"269,57";"238,25";"252,50";"243,22";"257,99";"242,69";"210,18";"184,06";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"97,58";"85,61";"108,33";"203,21";"231,97"
"dezembro 2001";"219,92";"246,80";"255,55";"-";"-";"491,08";"609,80";"315,49";"310,47";"278,28";"281,85";"248,41";"263,93";"254,52";"269,27";"253,95";"219,51";"191,88";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"97,97";"85,95";"108,74";"212,17";"242,29"
"janeiro 2002";"221,77";"248,80";"257,64";"-";"-";"496,91";"616,85";"318,76";"313,31";"280,97";"284,40";"250,72";"266,34";"257,20";"271,52";"256,71";"222,07";"194,05";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"99,35";"87,06";"110,28";"214,70";"245,34"
"fevereiro 2002";"223,00";"250,15";"259,00";"-";"-";"499,63";"620,19";"320,98";"315,47";"282,98";"286,36";"252,53";"268,19";"258,47";"273,04";"257,67";"222,85";"194,58";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"100,43";"88,03";"111,52";"215,79";"246,57"
"março 2002";"224,52";"251,74";"260,44";"-";"-";"499,21";"619,65";"322,35";"316,93";"284,38";"287,77";"253,91";"269,57";"259,28";"274,73";"258,47";"223,39";"194,66";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"101,33";"89,00";"112,38";"216,69";"247,43"
"abril 2002";"225,46";"252,76";"261,58";"-";"-";"501,27";"622,02";"323,39";"317,85";"285,29";"288,61";"254,72";"270,32";"260,08";"275,84";"259,33";"224,09";"195,63";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"101,80";"89,49";"112,82";"217,16";"247,87"
"maio 2002";"225,18";"252,48";"261,40";"-";"-";"503,74";"625,23";"324,08";"318,48";"285,83";"289,11";"255,15";"270,75";"260,49";"275,60";"259,40";"224,13";"196,20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"101,64";"89,32";"112,82";"217,00";"247,87"
"junho 2002";"225,66";"253,01";"261,90";"-";"-";"503,14";"624,54";"324,53";"318,97";"286,25";"289,58";"255,55";"271,22";"260,87";"276,17";"259,78";"224,37";"196,02";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"102,03";"89,59";"113,12";"217,39";"248,17"
"julho 2002";"226,00";"253,39";"262,26";"-";"-";"504,54";"626,76";"324,35";"319,10";"286,11";"289,62";"255,43";"271,25";"260,69";"276,63";"260,00";"224,38";"194,94";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"102,57";"90,02";"113,79";"217,93";"248,84"
"agosto 2002";"226,90";"254,47";"263,33";"-";"-";"507,39";"630,18";"326,11";"320,34";"287,54";"290,71";"256,68";"272,29";"261,98";"277,81";"261,57";"226,04";"197,13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"103,38";"90,56";"114,71";"218,74";"249,76"
"setembro 2002";"228,52";"256,18";"264,95";"-";"-";"511,92";"635,67";"328,84";"322,69";"289,74";"292,78";"258,56";"274,29";"264,04";"279,76";"263,98";"228,29";"197,21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"105,35";"92,12";"116,94";"220,71";"251,99"
"outubro 2002";"232,24";"260,42";"269,59";"-";"-";"513,96";"636,64";"332,54";"326,26";"293,42";"296,42";"262,08";"277,86";"267,57";"284,09";"267,79";"231,41";"199,60";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"106,93";"93,07";"118,58";"222,29";"253,64"
"novembro 2002";"238,51";"267,52";"276,64";"-";"-";"523,48";"649,86";"340,05";"334,27";"300,12";"303,60";"268,17";"284,65";"274,59";"291,85";"275,14";"238,16";"203,24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"112,51";"97,90";"124,54";"227,87";"259,59"
"dezembro 2002";"254,96";"285,94";"295,78";"-";"-";"558,50";"695,68";"361,12";"357,18";"318,82";"324,49";"284,87";"304,16";"293,87";"311,83";"295,35";"255,44";"214,02";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"117,20";"101,22";"129,84";"245,08";"279,54"
"janeiro 2003";"260,80";"292,42";"302,51";"-";"-";"573,47";"710,54";"370,98";"364,41";"327,19";"331,15";"292,13";"310,31";"300,02";"318,81";"301,76";"261,14";"222,02";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"120,89";"104,50";"133,90";"248,76";"283,60"
"fevereiro 2003";"266,39";"298,63";"308,77";"-";"-";"584,67";"725,74";"377,64";"370,88";"332,83";"336,82";"297,13";"315,66";"305,08";"325,72";"307,29";"266,32";"226,69";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"125,91";"108,91";"139,38";"253,79";"289,08"
"março 2003";"268,59";"301,02";"311,01";"-";"-";"585,77";"727,54";"380,68";"374,28";"335,89";"339,99";"300,12";"318,73";"307,17";"328,28";"308,96";"267,60";"227,41";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"128,52";"111,61";"142,16";"256,39";"291,86"
"abril 2003";"269,51";"302,12";"312,22";"-";"-";"588,39";"731,50";"381,43";"375,30";"336,44";"340,89";"300,56";"319,52";"308,50";"329,47";"310,73";"269,34";"228,47";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"129,95";"112,92";"143,80";"257,83";"293,49"
"maio 2003";"268,18";"300,78";"311,10";"-";"-";"588,90";"732,93";"381,71";"375,81";"336,72";"341,33";"300,93";"320,01";"308,96";"328,04";"310,55";"269,41";"228,76";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"129,19";"111,87";"143,14";"257,06";"292,83"
"junho 2003";"267,78";"300,44";"310,88";"-";"-";"589,44";"732,52";"383,20";"376,82";"338,00";"342,37";"302,06";"321,00";"310,25";"327,66";"311,21";"270,20";"230,51";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"128,48";"111,19";"142,39";"256,35";"292,09"
"julho 2003";"269,19";"301,98";"312,38";"-";"-";"591,18";"734,68";"384,12";"377,59";"338,72";"343,00";"302,68";"321,57";"310,85";"329,40";"312,38";"271,23";"231,16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"129,91";"112,65";"144,01";"257,78";"293,71"
"agosto 2003";"271,20";"304,19";"314,67";"-";"-";"595,70";"741,07";"387,68";"381,19";"342,00";"346,23";"305,76";"324,68";"313,05";"331,84";"314,19";"272,85";"232,37";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"131,67";"114,11";"146,19";"259,55";"295,89"
"setembro 2003";"271,57";"304,62";"315,21";"-";"-";"594,79";"738,92";"388,73";"381,64";"342,99";"346,80";"306,72";"325,37";"313,73";"332,22";"314,90";"273,59";"233,51";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"132,15";"114,14";"146,80";"260,02";"296,50"
"outubro 2003";"272,83";"306,04";"316,57";"-";"-";"596,13";"740,87";"389,40";"382,29";"343,62";"347,39";"307,28";"325,88";"313,82";"333,72";"315,27";"273,78";"233,70";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"133,08";"114,91";"147,67";"260,95";"297,37"
"novembro 2003";"294,27";"329,99";"341,16";"-";"-";"636,66";"792,92";"418,72";"414,06";"370,31";"376,60";"331,43";"353,18";"339,53";"359,58";"340,25";"294,42";"248,72";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"132,58";"114,57";"147,03";"281,69";"321,60"
"dezembro 2003";"295,14";"331,01";"342,08";"-";"-";"642,34";"800,50";"420,26";"415,58";"371,54";"377,75";"332,44";"354,15";"340,36";"360,85";"341,14";"295,25";"249,29";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"133,87";"115,88";"148,55";"282,98";"323,12"
"janeiro 2004";"295,27";"331,14";"342,48";"-";"-";"642,06";"799,27";"420,98";"415,83";"372,17";"378,04";"333,00";"354,45";"340,63";"360,94";"341,25";"295,25";"249,85";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"133,62";"115,68";"148,21";"282,73";"322,77"
"fevereiro 2004";"296,25";"332,31";"343,69";"-";"-";"643,64";"803,27";"422,25";"418,68";"373,62";"380,54";"334,52";"356,81";"342,30";"362,29";"342,51";"296,55";"249,83";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"134,35";"116,37";"149,22";"283,46";"323,79"
"março 2004";"296,15";"332,28";"343,53";"-";"-";"646,12";"805,07";"423,63";"419,30";"374,90";"380,99";"335,64";"357,21";"342,41";"362,31";"342,18";"296,11";"250,17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"134,14";"116,27";"149,02";"283,26";"323,58"
"abril 2004";"297,25";"333,43";"344,71";"-";"-";"646,96";"807,16";"424,67";"420,85";"375,86";"382,39";"336,51";"358,55";"343,64";"363,65";"343,41";"297,15";"250,61";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"135,59";"117,74";"150,72";"284,70";"325,28"
"maio 2004";"298,66";"335,09";"346,46";"-";"-";"652,82";"814,78";"427,21";"423,34";"378,03";"384,55";"338,46";"360,53";"345,91";"365,59";"345,69";"299,28";"253,13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"136,18";"118,26";"151,45";"285,29";"326,01"
"junho 2004";"299,23";"335,79";"347,33";"-";"-";"655,85";"818,64";"428,61";"424,37";"379,17";"385,42";"339,44";"361,31";"346,74";"366,41";"346,50";"300,19";"254,72";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"137,90";"119,98";"153,44";"287,01";"328,01"
"julho 2004";"299,46";"336,09";"347,92";"-";"-";"657,34";"821,29";"428,53";"424,71";"379,10";"385,69";"339,37";"361,52";"346,95";"366,78";"347,04";"300,68";"254,62";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"137,99";"119,98";"153,66";"287,11";"328,23"
"agosto 2004";"301,43";"338,48";"350,28";"-";"-";"662,97";"827,59";"432,18";"427,87";"382,18";"388,56";"342,16";"364,21";"350,15";"369,28";"350,44";"304,24";"258,05";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"139,75";"121,24";"155,49";"288,86";"330,05"
"setembro 2004";"303,60";"340,91";"352,65";"-";"-";"667,61";"833,85";"435,31";"430,97";"384,86";"391,17";"344,54";"366,66";"352,28";"372,09";"352,27";"305,92";"259,93";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"141,77";"123,21";"157,63";"290,89";"332,19"
"outubro 2004";"309,34";"347,37";"359,12";"-";"-";"673,18";"840,38";"443,30";"439,06";"392,34";"398,54";"351,64";"373,80";"358,51";"379,13";"357,65";"310,85";"264,66";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"145,66";"126,85";"161,63";"294,78";"336,20"
"novembro 2004";"311,64";"350,01";"361,77";"-";"-";"677,16";"845,30";"448,07";"443,55";"396,67";"402,61";"355,65";"377,66";"361,68";"381,92";"360,27";"313,41";"266,97";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"147,10";"128,04";"163,14";"296,21";"337,71"
"dezembro 2004";"327,33";"367,65";"379,59";"-";"-";"703,76";"879,67";"469,14";"466,20";"415,96";"423,35";"373,27";"397,23";"379,79";"401,00";"377,83";"328,18";"277,81";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"150,56";"131,13";"166,76";"312,04";"355,79"
"janeiro 2005";"326,64";"366,97";"378,92";"-";"-";"708,06";"886,16";"466,92";"464,39";"413,60";"421,44";"370,87";"395,22";"379,13";"400,45";"378,01";"328,31";"277,74";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"150,45";"131,16";"166,66";"311,93";"355,69"
"fevereiro 2005";"328,02";"368,67";"381,37";"-";"-";"715,57";"894,64";"468,90";"465,65";"415,14";"422,52";"372,07";"396,14";"380,97";"402,32";"380,32";"330,37";"280,92";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"150,48";"131,01";"166,89";"311,97";"355,92"
"março 2005";"329,23";"369,99";"382,74";"-";"-";"718,23";"898,92";"470,30";"467,36";"416,41";"424,03";"373,24";"397,59";"382,06";"403,82";"381,35";"331,34";"281,56";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"152,11";"132,66";"168,68";"313,59";"357,72"
"abril 2005";"333,41";"374,53";"387,18";"-";"-";"719,97";"901,35";"472,69";"470,25";"418,88";"426,73";"375,75";"400,26";"383,92";"408,76";"384,06";"333,46";"282,49";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"155,14";"135,54";"171,82";"316,62";"360,86"
"maio 2005";"332,75";"373,76";"385,93";"-";"-";"718,17";"898,30";"474,55";"471,36";"420,57";"427,64";"377,44";"401,20";"383,74";"407,99";"382,91";"332,88";"283,45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"155,45";"136,21";"172,19";"316,93";"361,22"
"junho 2005";"330,26";"371,08";"383,04";"-";"-";"715,50";"893,94";"473,34";"469,60";"419,43";"426,02";"376,42";"399,65";"382,40";"405,13";"380,84";"330,95";"283,14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"155,65";"137,08";"172,51";"317,13";"361,55"
"julho 2005";"330,66";"371,67";"384,08";"-";"-";"718,58";"896,02";"474,94";"470,39";"420,80";"426,83";"377,59";"400,32";"383,48";"405,66";"381,76";"331,85";"285,67";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"155,45";"137,19";"172,32";"316,93";"361,36"
"agosto 2005";"330,17";"371,07";"383,82";"-";"-";"719,87";"898,88";"474,60";"470,54";"420,51";"426,97";"377,29";"400,46";"383,64";"405,04";"381,69";"331,89";"285,10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"154,86";"136,59";"171,73";"316,34";"360,77"
"setembro 2005";"332,95";"374,13";"386,81";"-";"-";"719,62";"896,93";"480,62";"476,04";"426,46";"432,16";"382,99";"405,43";"386,38";"408,16";"382,52";"332,32";"286,58";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"154,65";"136,94";"171,15";"316,13";"360,19"
"outubro 2005";"332,47";"373,62";"386,23";"-";"-";"721,57";"899,23";"480,63";"476,13";"426,33";"432,08";"382,77";"405,23";"386,66";"407,73";"382,72";"332,42";"286,27";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"155,06";"137,77";"171,80";"316,54";"360,83"
"novembro 2005";"332,85";"374,07";"386,73";"-";"-";"725,60";"904,76";"482,66";"478,10";"428,24";"433,76";"384,56";"406,79";"387,53";"408,32";"382,84";"332,54";"286,83";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"155,57";"138,49";"172,45";"317,05";"361,48"
"dezembro 2005";"340,39";"382,53";"395,26";"-";"-";"749,17";"933,31";"496,04";"491,16";"439,93";"445,49";"394,80";"417,49";"397,62";"417,70";"392,35";"339,85";"293,57";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"152,42";"136,19";"169,34";"326,46";"373,08"
"janeiro 2006";"342,21";"384,43";"396,91";"-";"-";"752,58";"935,21";"504,51";"497,70";"447,61";"451,44";"401,83";"423,20";"400,99";"419,82";"393,28";"340,59";"296,22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"152,42";"136,36";"169,59";"326,46";"373,33"
"fevereiro 2006";"341,21";"383,31";"395,40";"-";"-";"751,80";"935,53";"503,18";"496,43";"446,34";"450,11";"400,69";"422,01";"399,76";"418,68";"392,16";"339,84";"295,27";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"152,70";"136,55";"169,84";"326,74";"373,58"
"março 2006";"341,72";"383,94";"396,02";"-";"-";"750,28";"934,02";"503,48";"496,95";"446,76";"450,62";"401,15";"422,57";"400,10";"419,34";"392,24";"339,83";"295,38";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"152,60";"136,36";"169,56";"326,64";"373,30"
"abril 2006";"344,76";"387,48";"399,88";"-";"-";"752,19";"935,03";"507,23";"500,45";"450,39";"453,92";"404,52";"425,69";"403,42";"423,05";"395,17";"341,98";"297,84";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"151,88";"135,61";"168,43";"325,92";"372,16"
"maio 2006";"343,54";"386,09";"398,25";"-";"-";"750,84";"932,93";"506,37";"499,21";"449,50";"452,70";"403,67";"424,57";"402,44";"421,58";"394,22";"341,35";"297,26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"148,30";"131,91";"164,49";"322,34";"368,22"
"junho 2006";"343,88";"386,48";"398,65";"-";"-";"754,18";"937,35";"507,81";"500,10";"450,60";"453,33";"404,50";"425,09";"402,98";"422,12";"394,47";"341,50";"298,42";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"147,25";"130,92";"163,35";"321,29";"367,09"
"julho 2006";"343,77";"386,39";"398,69";"-";"-";"754,74";"937,40";"509,05";"500,84";"451,57";"454,03";"405,33";"425,72";"403,86";"421,99";"395,01";"342,36";"300,41";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"146,19";"129,86";"162,23";"320,23";"365,97"
"agosto 2006";"342,73";"385,28";"397,90";"-";"-";"755,25";"938,15";"507,81";"499,68";"450,43";"452,84";"404,31";"424,52";"402,63";"420,89";"393,74";"341,16";"299,84";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"145,18";"129,31";"161,20";"319,22";"364,93"
"setembro 2006";"341,99";"384,45";"397,03";"-";"-";"752,98";"935,52";"506,61";"498,55";"449,44";"451,85";"403,49";"423,65";"401,72";"419,99";"392,89";"340,48";"300,30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"144,88";"129,05";"160,86";"318,92";"364,59"
"outubro 2006";"343,09";"385,65";"398,18";"-";"-";"758,25";"942,77";"510,33";"502,29";"452,81";"455,20";"406,55";"426,82";"404,06";"421,37";"394,21";"341,63";"300,15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"145,34";"129,24";"161,39";"319,38";"365,12"
"novembro 2006";"343,90";"386,52";"399,07";"-";"-";"760,04";"944,31";"511,41";"502,96";"453,65";"455,85";"407,25";"427,42";"404,69";"422,30";"395,19";"342,54";"300,81";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"146,42";"130,20";"162,55";"320,46";"366,29"
"dezembro 2006";"354,51";"398,41";"411,29";"-";"-";"781,61";"972,54";"525,56";"518,31";"466,41";"469,83";"418,70";"440,47";"417,43";"435,22";"407,73";"352,88";"308,73";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"146,83";"130,55";"162,96";"331,54";"379,18"
"janeiro 2007";"355,56";"399,62";"412,77";"-";"-";"783,78";"974,91";"527,66";"519,93";"468,20";"471,24";"420,27";"441,81";"418,68";"436,57";"408,62";"353,68";"310,57";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"147,08";"130,80";"163,04";"331,79";"379,27"
"fevereiro 2007";"357,88";"402,26";"415,88";"-";"-";"788,54";"979,54";"533,29";"525,32";"473,54";"476,44";"425,20";"446,66";"423,15";"439,28";"411,18";"355,86";"314,05";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"146,54";"130,37";"162,36";"331,25";"378,58"
