"Tabela 647 - Custo de projeto m², por tipo de projeto e padrão de acabamento"
"Variável - Custo de projeto m² (Reais)"
"Unidade da Federação - Minas Gerais"
"Padrão de acabamento - Normal"
"Mês";"Tipo de projeto"
"Mês";"CP.1-2Q.....46 Casa popular, 1 pavimento, varanda, sala, 2 quartos, circulação, banheiro e cozinha";"CP.1-2Q.....40 Casa popular, 1 pavimento, sala, 2 quartos, circulação, banheiro e cozinha";"CR.1-2Q.....62 Casa residencial, 1 pavimento, varanda, sala,2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"CR.1-3Q....104 Casa residencial, 1 pavimento, varanda, sala,3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"CR.1-4Q....122 Casa residencial, 1 pavimento, varanda, sala,4 quartos, circulação, 2 banheiros, cozinha, área de serviço, quarto e WC de empregada";"EA.1-US.....04 Especificação tipo ""A"", 1 pavimento, somente unidade sanitária";"EB.1-US.....03 Especificação tipo ""B"", 1 pavimento, somente unidade sanitária";"EA.1-0Q.....22 Especificação tipo ""A"", 1 pavimento, sala, cozinha e banheiro";"EB.1-0Q.....22 Especificação tipo ""B"", 1 pavimento, sala, cozinha e banheiro";"EA.1-1Q.....30 Especificação tipo ""A"", 1 pavimento, sala, 1 quarto, cozinha e banheiro";"EB.1-1Q.....32 Especificação tipo ""B"", 1 pavimento, sala, 1 quarto, cozinha e banheiro";"EA.2-2Q.....38 Especificação tipo ""A"", 1 pavimento, sala, 2 quartos, cozinha e banheiro";"EB.1-2Q.....39 Especificação tipo ""B"", 1 pavimento, sala, 2 quartos, cozinha e banheiro";"EB.2-2Q.....45 Especificação tipo ""B"", 2 pavimentos, sala, 2 quartos, cozinha e banheiro";"CP.1-1Q.....30 Casa popular, 1 pavimento, sala, 1 quarto, circulação, banheiro e cozinha";"CP.2-3Q.....56 Casa popular, 2 pavimentos, sala, 3 quartos, circulação, banheiro e cozinha";"CR.2-2Q.....81 Casa residencial, geminada, 2 pavimentos, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR5-2QT...2125 Prédio residencial, térreo, 5 pavimentos tipo, sala, 2 quartos, banheiro, cozinha e área de serviço";"PR4-2QT...1433 Prédio residencial, térreo, 4 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR4-3QT...2264 Prédio residencial, térreo, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR4-2QP...1643 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR4-3QP...2520 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR6-3QP...7181 Prédio residencial, pilotis, 6 pavimentos tipo, sala, 3 quartos, circulação, 2 banheiros, copa-cozinha, área de serviço, quarto e WC de empregada";"PR8-2QP...2620 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR8-3QP...4266 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR8-3QP...3176 Prédio residencial, pilotis, 8 pavimentos tipo, 2 salas, 3 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada";"PR12-2QP..3597 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR12-3QP..6013 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR12-4QP..4050 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada";"PR18-4QP..5870 Prédio residencial, pilotis, 18 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada";"PC.12-LA..8192 Prédio comercial, 12 pavimentos, lojas e salas autônomas";"PC.18-LA.11072 Prédio comercial, 18 pavimentos, lojas e salas autônomas";"PC.12-LC..6862 Prédio comercial, 12 pavimentos, lojas e andar corrido";"PC.18-LC.10111 Prédio comercial, 18 pavimentos, lojas e andar corrido";"CB-M........31 Projeto-tipo cesta básica, materiais, sala, quarto, circulação, banheiro e cozinha";"CB-MMIN.....23 Projeto-tipo cesta básica, materiais mínimos, sala, circulação, banheiro e cozinha";"CB-M........23 Projeto-tipo cesta básica, materiais, sala, circulação, banheiro e cozinha";"CB-MMO......31 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, quarto, circulação, banheiro e cozinha";"CB-MMO......23 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, circulação, banheiro e cozinha"
"julho 2012";"902,28";"1007,91";"1001,85";"859,73";"817,66";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1086,76";"913,21";"785,28";"654,77";"876,67";"783,51";"771,06";"717,51";"622,17";"819,88";"724,74";"737,08";"851,57";"731,97";"704,89";"699,20";"704,72";"712,60";"730,60";"753,19";"-";"-";"-";"-";"-"
"agosto 2012";"904,24";"1009,95";"1004,05";"861,30";"819,23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1088,92";"914,24";"785,93";"651,38";"875,43";"782,62";"770,27";"716,91";"621,08";"818,77";"723,91";"735,15";"850,32";"731,06";"702,92";"697,15";"705,98";"713,94";"731,50";"754,09";"-";"-";"-";"-";"-"
"setembro 2012";"906,42";"1012,50";"1005,91";"862,76";"820,75";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1091,79";"914,63";"785,93";"651,16";"873,93";"780,99";"768,95";"715,46";"620,16";"817,23";"722,37";"733,23";"848,65";"729,46";"701,46";"695,63";"705,66";"714,33";"741,46";"764,18";"-";"-";"-";"-";"-"
"outubro 2012";"907,72";"1013,92";"1006,81";"863,26";"821,61";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1093,06";"915,95";"786,49";"651,94";"873,45";"780,39";"768,82";"715,19";"619,75";"816,81";"721,82";"733,24";"848,10";"728,79";"701,06";"695,14";"707,21";"715,70";"742,90";"765,42";"-";"-";"-";"-";"-"
"novembro 2012";"911,42";"1018,06";"1011,07";"867,80";"825,67";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1097,67";"919,43";"791,04";"653,30";"875,95";"783,23";"771,77";"718,32";"621,67";"818,46";"723,76";"733,96";"849,26";"730,24";"701,43";"695,24";"710,85";"719,18";"747,57";"769,78";"-";"-";"-";"-";"-"
"dezembro 2012";"910,68";"1017,37";"1010,90";"867,57";"825,25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1097,31";"919,16";"791,11";"653,85";"875,99";"783,28";"771,85";"718,37";"621,79";"819,05";"724,28";"733,89";"850,10";"731,01";"701,65";"695,53";"710,01";"718,63";"744,65";"767,03";"-";"-";"-";"-";"-"
"janeiro 2013";"910,91";"1017,54";"1010,94";"867,41";"825,30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1097,30";"919,18";"790,45";"654,90";"876,62";"783,97";"772,08";"718,74";"624,20";"818,88";"724,16";"734,13";"849,70";"730,65";"701,86";"695,76";"712,03";"720,20";"750,20";"772,19";"-";"-";"-";"-";"-"
"fevereiro 2013";"954,75";"1066,71";"1059,87";"909,05";"865,06";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1149,54";"967,11";"829,64";"684,46";"920,95";"823,90";"811,14";"755,57";"654,46";"859,88";"760,63";"769,75";"892,05";"767,20";"735,66";"729,15";"746,61";"755,69";"776,72";"799,89";"-";"-";"-";"-";"-"
"março 2013";"955,70";"1067,82";"1061,72";"910,05";"865,98";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1150,98";"967,87";"830,33";"684,34";"922,35";"824,86";"812,25";"756,34";"655,01";"861,29";"761,58";"770,53";"893,59";"768,23";"736,41";"729,86";"745,96";"755,09";"772,26";"795,39";"-";"-";"-";"-";"-"
"abril 2013";"955,71";"1067,85";"1061,59";"910,34";"866,05";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1151,24";"967,88";"830,39";"683,66";"922,04";"824,61";"811,80";"756,03";"654,40";"860,97";"761,35";"770,51";"893,30";"768,05";"736,33";"729,74";"744,62";"753,57";"765,70";"788,63";"-";"-";"-";"-";"-"
"maio 2013";"898,89";"1004,60";"997,76";"855,47";"813,77";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1084,60";"905,49";"780,36";"648,99";"867,18";"774,86";"764,14";"710,75";"617,38";"809,73";"715,47";"727,18";"839,89";"721,59";"694,39";"688,29";"704,06";"711,31";"745,02";"766,31";"-";"-";"-";"-";"-"
"junho 2013";"960,31";"1073,01";"1066,69";"913,76";"869,49";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1155,92";"974,99";"836,87";"693,39";"931,58";"833,02";"820,47";"763,93";"662,76";"869,94";"769,18";"780,55";"902,46";"775,77";"744,91";"738,64";"752,28";"761,09";"782,48";"805,64";"-";"-";"-";"-";"-"
"julho 2013";"902,41";"1008,82";"1001,78";"858,51";"817,04";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1088,16";"911,17";"784,21";"652,69";"871,19";"778,23";"767,75";"713,92";"620,37";"813,56";"718,69";"730,94";"843,81";"724,76";"696,86";"690,91";"706,57";"713,76";"744,66";"766,04";"-";"-";"-";"-";"-"
"agosto 2013";"902,18";"1008,85";"1002,25";"858,23";"816,73";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1088,45";"913,99";"786,73";"652,07";"872,25";"778,70";"768,34";"714,31";"619,44";"814,07";"718,64";"730,45";"844,12";"724,48";"696,44";"690,52";"704,40";"711,90";"739,46";"760,16";"-";"-";"-";"-";"-"
"setembro 2013";"904,31";"1011,29";"1004,73";"860,54";"818,88";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1090,97";"916,08";"789,03";"653,43";"872,94";"778,96";"768,90";"714,48";"619,48";"814,91";"719,05";"730,42";"845,12";"725,00";"696,65";"690,82";"703,88";"711,35";"739,68";"760,21";"-";"-";"-";"-";"-"
"outubro 2013";"902,24";"1009,33";"1002,82";"858,16";"816,39";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1089,38";"915,00";"788,19";"652,91";"872,96";"778,53";"768,70";"714,05";"618,85";"815,73";"719,43";"730,86";"846,37";"725,74";"697,48";"691,68";"704,99";"712,30";"739,54";"760,21";"-";"-";"-";"-";"-"
"novembro 2013";"904,49";"1011,75";"1004,73";"859,24";"817,89";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1092,13";"917,14";"789,48";"658,16";"877,45";"782,24";"772,63";"717,49";"622,86";"820,40";"723,40";"735,49";"851,44";"729,95";"702,25";"696,43";"712,89";"719,84";"758,31";"779,27";"-";"-";"-";"-";"-"
"dezembro 2013";"931,32";"1041,95";"1035,33";"884,36";"841,64";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1124,45";"948,50";"813,51";"679,44";"909,61";"811,24";"800,74";"743,98";"644,81";"850,69";"750,35";"761,17";"883,03";"757,28";"726,92";"720,90";"736,77";"745,42";"775,46";"797,89";"-";"-";"-";"-";"-"
"janeiro 2014";"938,55";"1050,15";"1043,89";"891,70";"848,44";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1133,75";"954,15";"820,42";"680,37";"913,34";"814,69";"804,34";"747,41";"647,78";"854,07";"753,48";"764,28";"886,34";"760,25";"730,56";"724,38";"738,23";"746,49";"774,98";"796,86";"-";"-";"-";"-";"-"
"fevereiro 2014";"943,67";"1055,65";"1049,12";"897,24";"853,58";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1139,69";"958,82";"823,89";"683,73";"916,29";"817,41";"806,48";"749,50";"649,28";"856,49";"755,70";"766,81";"888,81";"762,51";"732,49";"726,34";"741,51";"749,79";"781,59";"803,23";"-";"-";"-";"-";"-"
"março 2014";"949,21";"1062,41";"1054,66";"902,35";"858,51";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1146,84";"964,66";"829,59";"687,85";"920,86";"821,79";"812,63";"755,17";"653,83";"861,92";"760,58";"772,03";"893,88";"766,99";"736,83";"730,46";"746,28";"755,11";"788,36";"809,51";"-";"-";"-";"-";"-"
"abril 2014";"951,62";"1065,15";"1057,45";"904,35";"860,42";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1150,10";"966,85";"831,43";"688,95";"922,35";"822,67";"813,89";"755,95";"654,33";"863,78";"761,82";"772,92";"896,00";"768,43";"737,84";"731,51";"748,52";"757,81";"794,90";"816,33";"-";"-";"-";"-";"-"
"maio 2014";"950,99";"1064,34";"1056,63";"903,64";"859,73";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1149,52";"965,83";"831,42";"690,04";"922,90";"823,36";"814,62";"756,65";"655,43";"864,45";"762,60";"773,77";"896,75";"769,30";"739,06";"732,64";"743,37";"751,45";"778,74";"800,19";"-";"-";"-";"-";"-"
"junho 2014";"950,50";"1064,89";"1056,24";"902,17";"858,66";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1149,95";"966,90";"831,05";"690,14";"923,31";"823,00";"816,28";"757,71";"655,58";"865,27";"762,71";"774,25";"897,25";"769,02";"739,28";"732,58";"750,51";"758,86";"794,99";"816,72";"-";"-";"-";"-";"-"
"julho 2014";"957,41";"1073,03";"1064,73";"909,30";"864,87";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1159,24";"973,17";"837,64";"695,92";"932,26";"830,25";"822,55";"763,16";"661,95";"873,30";"769,32";"782,99";"906,15";"776,18";"748,14";"741,83";"755,64";"764,47";"801,82";"824,47";"-";"-";"-";"-";"-"
"agosto 2014";"958,16";"1073,86";"1065,55";"910,08";"865,57";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1159,90";"974,61";"838,34";"697,72";"934,29";"832,26";"825,05";"765,58";"664,08";"875,62";"771,51";"785,45";"908,42";"778,30";"749,93";"743,52";"759,61";"768,48";"810,50";"833,28";"-";"-";"-";"-";"-"
"setembro 2014";"956,82";"1072,31";"1064,16";"908,77";"864,30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1158,43";"972,41";"836,92";"697,39";"933,77";"831,94";"824,83";"765,45";"664,56";"875,54";"771,65";"785,63";"908,49";"778,60";"750,73";"744,26";"759,90";"768,81";"811,06";"834,15";"-";"-";"-";"-";"-"
"outubro 2014";"960,88";"1076,74";"1068,79";"912,43";"867,89";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1163,04";"976,92";"840,30";"700,26";"938,37";"835,72";"828,79";"768,76";"667,41";"880,02";"775,28";"789,35";"913,24";"782,40";"754,75";"748,30";"760,27";"768,67";"802,85";"825,63";"-";"-";"-";"-";"-"
"novembro 2014";"955,54";"1070,87";"1062,69";"907,27";"862,89";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1156,79";"970,14";"835,47";"696,00";"933,10";"831,14";"824,24";"764,55";"664,55";"874,94";"770,92";"785,43";"907,95";"777,98";"751,63";"745,19";"761,20";"770,12";"821,61";"844,93";"-";"-";"-";"-";"-"
"dezembro 2014";"994,81";"1114,62";"1106,66";"944,80";"898,34";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1203,46";"1010,36";"869,45";"716,38";"966,98";"861,02";"852,54";"791,33";"688,44";"906,00";"798,31";"814,99";"940,36";"805,71";"781,15";"774,74";"781,71";"791,78";"834,77";"858,34";"-";"-";"-";"-";"-"
"janeiro 2015";"995,32";"1115,37";"1107,53";"945,32";"898,71";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1204,62";"1009,67";"869,37";"718,69";"969,59";"863,15";"854,97";"793,18";"690,41";"908,34";"800,14";"816,80";"942,81";"807,62";"783,07";"776,59";"784,31";"794,21";"838,87";"862,78";"-";"-";"-";"-";"-"
"fevereiro 2015";"997,72";"1118,09";"1110,27";"948,00";"901,24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1207,24";"1011,92";"871,61";"717,92";"968,71";"862,09";"853,83";"792,00";"689,35";"907,25";"798,96";"816,11";"941,62";"806,37";"782,21";"775,77";"783,85";"792,95";"841,81";"865,50";"-";"-";"-";"-";"-"
"março 2015";"994,21";"1114,18";"1106,53";"944,85";"898,15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1202,99";"1007,99";"868,66";"721,29";"970,31";"863,97";"855,70";"793,82";"691,98";"908,90";"800,84";"818,54";"943,36";"808,36";"784,29";"777,73";"791,05";"800,22";"865,14";"889,38";"-";"-";"-";"-";"-"
"abril 2015";"994,77";"1114,99";"1107,55";"944,98";"898,26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1204,14";"1008,96";"869,22";"722,12";"972,33";"865,22";"857,18";"794,70";"692,20";"910,89";"802,00";"819,49";"945,52";"809,59";"785,09";"778,73";"790,24";"799,65";"861,40";"886,16";"-";"-";"-";"-";"-"
"maio 2015";"998,36";"1119,22";"1111,65";"948,62";"901,75";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1208,84";"1013,42";"873,23";"729,26";"978,10";"870,66";"862,29";"799,65";"696,72";"915,96";"806,75";"824,76";"950,59";"814,20";"789,73";"783,35";"797,91";"807,80";"880,95";"906,18";"-";"-";"-";"-";"-"
"junho 2015";"1002,19";"1123,44";"1116,32";"952,00";"904,92";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1213,40";"1016,82";"875,71";"728,82";"979,23";"871,60";"862,99";"800,37";"697,07";"917,15";"807,86";"825,56";"951,99";"815,49";"790,72";"784,31";"795,92";"806,59";"872,98";"898,60";"-";"-";"-";"-";"-"
"julho 2015";"1010,04";"1132,15";"1125,47";"959,98";"912,45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1222,69";"1023,07";"881,99";"730,95";"983,19";"874,84";"866,78";"803,76";"700,07";"921,29";"811,26";"829,75";"956,20";"818,85";"794,78";"788,40";"799,20";"808,86";"878,39";"903,47";"-";"-";"-";"-";"-"
"agosto 2015";"1020,08";"1143,59";"1133,82";"968,58";"920,86";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1235,21";"1030,52";"887,84";"736,11";"987,36";"877,29";"868,47";"804,66";"703,53";"923,88";"812,51";"836,98";"958,97";"820,19";"801,40";"795,48";"787,16";"796,89";"857,13";"880,96";"-";"-";"-";"-";"-"
"setembro 2015";"1023,56";"1147,18";"1137,14";"971,66";"923,97";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1239,20";"1032,45";"889,35";"741,51";"990,58";"880,54";"871,22";"807,40";"706,64";"926,99";"815,63";"840,26";"962,36";"823,48";"804,18";"798,32";"790,79";"799,79";"861,35";"885,70";"-";"-";"-";"-";"-"
"outubro 2015";"1023,26";"1146,93";"1137,65";"972,19";"924,09";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1239,21";"1031,11";"889,57";"736,88";"987,17";"877,02";"867,75";"803,82";"703,20";"923,45";"812,03";"836,53";"958,63";"819,81";"801,31";"795,61";"787,19";"796,55";"864,04";"888,28";"-";"-";"-";"-";"-"
"novembro 2015";"1024,40";"1147,98";"1138,72";"973,41";"925,24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1240,40";"1032,14";"891,28";"739,42";"989,78";"879,64";"870,14";"806,28";"705,78";"926,01";"814,59";"839,60";"961,35";"822,44";"804,10";"798,38";"790,89";"800,31";"872,34";"897,01";"-";"-";"-";"-";"-"
"dezembro 2015";"1027,10";"1150,42";"1141,05";"975,65";"927,38";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1243,21";"1033,11";"892,55";"738,96";"989,83";"879,64";"869,83";"806,13";"705,46";"925,61";"814,19";"839,68";"960,78";"821,89";"804,95";"799,20";"790,13";"799,29";"876,43";"900,76";"-";"-";"-";"-";"-"
"janeiro 2016";"1028,06";"1151,54";"1142,55";"976,30";"928,04";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1244,46";"1033,71";"893,15";"741,88";"993,40";"882,61";"873,13";"808,93";"708,73";"929,39";"817,39";"843,06";"964,89";"825,30";"808,40";"802,78";"792,57";"801,21";"875,82";"900,39";"-";"-";"-";"-";"-"
"fevereiro 2016";"1040,27";"1165,19";"1155,08";"988,07";"939,32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1259,22";"1044,44";"902,29";"746,78";"998,97";"887,79";"879,18";"814,44";"712,17";"935,12";"822,41";"847,19";"970,48";"830,11";"811,13";"805,31";"794,25";"803,96";"879,43";"904,26";"-";"-";"-";"-";"-"
"março 2016";"1092,62";"1223,25";"1213,83";"1038,00";"986,70";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1320,67";"1102,06";"948,75";"783,56";"1053,48";"936,91";"926,62";"859,09";"749,23";"986,46";"868,08";"891,34";"1024,12";"876,53";"853,64";"847,54";"832,89";"843,45";"896,80";"923,02";"-";"-";"-";"-";"-"
"abril 2016";"1093,37";"1224,43";"1215,28";"1039,88";"987,88";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1322,37";"1102,63";"951,35";"785,75";"1056,79";"940,28";"929,77";"862,16";"751,82";"989,63";"871,17";"894,35";"1027,35";"879,61";"856,40";"850,33";"831,82";"842,47";"890,13";"916,34";"-";"-";"-";"-";"-"
"maio 2016";"1095,98";"1227,26";"1217,09";"1042,42";"990,38";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1324,90";"1104,14";"952,52";"785,84";"1057,63";"940,98";"930,51";"862,96";"752,66";"990,19";"871,71";"895,89";"1027,85";"880,04";"857,49";"851,39";"835,43";"844,88";"894,82";"920,38";"-";"-";"-";"-";"-"
"junho 2016";"1100,59";"1232,63";"1222,96";"1048,52";"995,23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1331,79";"1107,24";"957,00";"786,31";"1060,85";"944,08";"932,90";"865,39";"754,01";"992,87";"874,23";"898,25";"1030,62";"882,60";"859,52";"853,41";"834,08";"843,61";"890,08";"915,68";"-";"-";"-";"-";"-"
"julho 2016";"1097,85";"1230,13";"1220,32";"1046,18";"992,82";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1329,01";"1105,98";"955,18";"786,49";"1062,23";"944,90";"934,21";"866,15";"754,79";"994,36";"875,13";"898,94";"1032,23";"883,58";"860,31";"854,19";"836,15";"845,90";"891,32";"917,28";"-";"-";"-";"-";"-"
"agosto 2016";"1092,84";"1224,54";"1215,01";"1041,44";"988,29";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1323,23";"1100,61";"951,13";"784,92";"1060,20";"943,09";"931,93";"863,75";"753,16";"991,63";"872,60";"896,44";"1029,32";"880,97";"858,01";"852,03";"833,50";"842,66";"889,11";"914,86";"-";"-";"-";"-";"-"
"setembro 2016";"1098,16";"1230,20";"1220,40";"1046,07";"992,87";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1329,45";"1106,22";"955,17";"791,17";"1068,71";"950,34";"939,45";"870,25";"757,00";"999,90";"879,25";"903,30";"1038,06";"887,76";"863,50";"857,60";"840,01";"847,65";"879,69";"905,69";"-";"-";"-";"-";"-"
"outubro 2016";"1100,83";"1233,51";"1222,86";"1047,95";"994,85";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1333,56";"1107,91";"955,92";"792,63";"1069,82";"951,19";"940,26";"870,66";"757,28";"1000,70";"879,68";"904,13";"1038,89";"888,24";"863,50";"857,60";"841,78";"850,43";"888,53";"915,08";"-";"-";"-";"-";"-"
"novembro 2016";"1100,88";"1232,78";"1221,97";"1046,67";"994,39";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1332,19";"1106,18";"953,39";"790,66";"1065,70";"947,20";"936,51";"866,89";"754,18";"996,58";"875,71";"900,33";"1034,49";"884,13";"860,26";"854,38";"838,70";"847,49";"891,40";"917,63";"-";"-";"-";"-";"-"
"dezembro 2016";"1103,09";"1235,19";"1224,60";"1048,99";"996,66";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1334,79";"1108,14";"955,06";"792,51";"1067,78";"948,88";"938,08";"868,41";"755,68";"998,05";"877,03";"902,20";"1035,84";"885,31";"862,14";"856,07";"841,70";"850,23";"901,41";"926,57";"-";"-";"-";"-";"-"
"janeiro 2017";"1103,83";"1236,20";"1225,93";"1049,94";"997,21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1335,79";"1109,03";"956,17";"792,10";"1068,36";"949,22";"938,47";"868,57";"754,48";"998,91";"877,70";"902,85";"1036,87";"886,13";"862,57";"856,62";"841,32";"849,99";"902,71";"928,07";"-";"-";"-";"-";"-"
"fevereiro 2017";"1104,02";"1236,05";"1226,23";"1049,76";"997,17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1336,07";"1108,69";"955,32";"794,44";"1071,17";"950,80";"939,63";"868,84";"754,65";"1001,09";"878,65";"903,08";"1039,58";"887,43";"863,67";"858,03";"843,54";"852,24";"902,92";"929,47";"-";"-";"-";"-";"-"
"março 2017";"1136,29";"1272,25";"1262,34";"1080,40";"1026,46";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1375,08";"1144,04";"983,59";"817,14";"1104,32";"980,85";"968,44";"895,98";"777,28";"1032,48";"906,63";"930,08";"1072,43";"915,90";"889,14";"883,50";"868,30";"878,55";"920,80";"948,61";"-";"-";"-";"-";"-"
"abril 2017";"1140,12";"1276,49";"1266,88";"1084,90";"1030,28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1380,39";"1145,23";"985,82";"813,85";"1103,06";"979,42";"966,66";"894,15";"775,00";"1030,64";"904,68";"928,15";"1070,39";"913,85";"887,65";"881,98";"863,98";"874,37";"914,52";"941,42";"-";"-";"-";"-";"-"
"maio 2017";"1143,47";"1280,47";"1271,28";"1089,58";"1033,85";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1385,56";"1147,76";"989,86";"815,45";"1107,89";"983,90";"970,68";"897,81";"777,63";"1034,81";"908,33";"932,22";"1074,73";"917,59";"891,37";"885,63";"865,52";"875,69";"911,08";"938,03";"-";"-";"-";"-";"-"
"junho 2017";"1146,02";"1283,54";"1275,25";"1094,02";"1037,17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1389,22";"1150,89";"993,59";"818,76";"1114,01";"989,45";"975,74";"902,52";"780,79";"1040,09";"912,99";"936,15";"1080,20";"922,33";"895,30";"889,38";"868,58";"878,87";"911,66";"938,51";"-";"-";"-";"-";"-"
"julho 2017";"1150,76";"1290,63";"1279,49";"1098,12";"1041,15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1397,38";"1154,93";"998,05";"822,05";"1116,21";"991,97";"982,50";"908,76";"785,93";"1045,22";"917,71";"942,20";"1084,55";"926,38";"899,42";"893,16";"866,45";"876,64";"910,69";"937,25";"-";"-";"-";"-";"-"
"agosto 2017";"1146,40";"1285,48";"1275,38";"1094,29";"1037,54";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1391,53";"1152,21";"994,58";"822,35";"1116,47";"992,27";"980,97";"907,52";"785,35";"1044,42";"917,21";"941,38";"1084,20";"926,25";"898,50";"892,36";"874,08";"885,24";"935,19";"962,82";"-";"-";"-";"-";"-"
"setembro 2017";"1143,22";"1282,06";"1272,06";"1091,22";"1034,56";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1387,98";"1149,92";"992,69";"823,12";"1116,57";"992,30";"980,64";"907,27";"785,59";"1044,63";"917,40";"941,77";"1084,57";"926,50";"898,59";"892,72";"874,59";"884,77";"938,21";"966,05";"-";"-";"-";"-";"-"
