"Tabela 647 - Custo de projeto m², por tipo de projeto e padrão de acabamento"
"Variável - Custo de projeto m² (Reais)"
"Unidade da Federação - Minas Gerais"
"Padrão de acabamento - Normal"
"Mês";"Tipo de projeto"
"Mês";"CP.1-2Q.....46 Casa popular, 1 pavimento, varanda, sala, 2 quartos, circulação, banheiro e cozinha";"CP.1-2Q.....40 Casa popular, 1 pavimento, sala, 2 quartos, circulação, banheiro e cozinha";"CR.1-2Q.....62 Casa residencial, 1 pavimento, varanda, sala,2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"CR.1-3Q....104 Casa residencial, 1 pavimento, varanda, sala,3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"CR.1-4Q....122 Casa residencial, 1 pavimento, varanda, sala,4 quartos, circulação, 2 banheiros, cozinha, área de serviço, quarto e WC de empregada";"EA.1-US.....04 Especificação tipo ""A"", 1 pavimento, somente unidade sanitária";"EB.1-US.....03 Especificação tipo ""B"", 1 pavimento, somente unidade sanitária";"EA.1-0Q.....22 Especificação tipo ""A"", 1 pavimento, sala, cozinha e banheiro";"EB.1-0Q.....22 Especificação tipo ""B"", 1 pavimento, sala, cozinha e banheiro";"EA.1-1Q.....30 Especificação tipo ""A"", 1 pavimento, sala, 1 quarto, cozinha e banheiro";"EB.1-1Q.....32 Especificação tipo ""B"", 1 pavimento, sala, 1 quarto, cozinha e banheiro";"EA.2-2Q.....38 Especificação tipo ""A"", 1 pavimento, sala, 2 quartos, cozinha e banheiro";"EB.1-2Q.....39 Especificação tipo ""B"", 1 pavimento, sala, 2 quartos, cozinha e banheiro";"EB.2-2Q.....45 Especificação tipo ""B"", 2 pavimentos, sala, 2 quartos, cozinha e banheiro";"CP.1-1Q.....30 Casa popular, 1 pavimento, sala, 1 quarto, circulação, banheiro e cozinha";"CP.2-3Q.....56 Casa popular, 2 pavimentos, sala, 3 quartos, circulação, banheiro e cozinha";"CR.2-2Q.....81 Casa residencial, geminada, 2 pavimentos, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR5-2QT...2125 Prédio residencial, térreo, 5 pavimentos tipo, sala, 2 quartos, banheiro, cozinha e área de serviço";"PR4-2QT...1433 Prédio residencial, térreo, 4 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR4-3QT...2264 Prédio residencial, térreo, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR4-2QP...1643 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR4-3QP...2520 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR6-3QP...7181 Prédio residencial, pilotis, 6 pavimentos tipo, sala, 3 quartos, circulação, 2 banheiros, copa-cozinha, área de serviço, quarto e WC de empregada";"PR8-2QP...2620 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR8-3QP...4266 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR8-3QP...3176 Prédio residencial, pilotis, 8 pavimentos tipo, 2 salas, 3 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada";"PR12-2QP..3597 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR12-3QP..6013 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR12-4QP..4050 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada";"PR18-4QP..5870 Prédio residencial, pilotis, 18 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada";"PC.12-LA..8192 Prédio comercial, 12 pavimentos, lojas e salas autônomas";"PC.18-LA.11072 Prédio comercial, 18 pavimentos, lojas e salas autônomas";"PC.12-LC..6862 Prédio comercial, 12 pavimentos, lojas e andar corrido";"PC.18-LC.10111 Prédio comercial, 18 pavimentos, lojas e andar corrido";"CB-M........31 Projeto-tipo cesta básica, materiais, sala, quarto, circulação, banheiro e cozinha";"CB-MMIN.....23 Projeto-tipo cesta básica, materiais mínimos, sala, circulação, banheiro e cozinha";"CB-M........23 Projeto-tipo cesta básica, materiais, sala, circulação, banheiro e cozinha";"CB-MMO......31 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, quarto, circulação, banheiro e cozinha";"CB-MMO......23 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, circulação, banheiro e cozinha"
"fevereiro 2007";"606,85";"678,42";"674,58";"576,38";"548,34";"-";"-";"-";"-";"-";"-";"-";"-";"-";"734,11";"617,78";"534,24";"476,60";"622,12";"555,08";"548,06";"506,84";"443,75";"585,25";"515,49";"522,60";"608,95";"521,92";"499,22";"496,18";"496,92";"501,21";"533,84";"550,89";"-";"-";"-";"-";"-"
"março 2007";"609,04";"680,94";"677,09";"578,19";"550,10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"736,93";"620,11";"536,49";"477,80";"624,18";"556,97";"549,78";"508,41";"445,00";"586,81";"516,89";"524,04";"610,42";"523,22";"500,37";"497,30";"497,55";"501,83";"534,87";"551,53";"-";"-";"-";"-";"-"
"abril 2007";"609,15";"681,08";"677,25";"578,53";"550,42";"-";"-";"-";"-";"-";"-";"-";"-";"-";"737,06";"620,79";"537,18";"478,70";"625,21";"558,20";"551,19";"509,93";"446,31";"588,00";"518,23";"525,49";"611,55";"524,50";"501,49";"498,32";"498,98";"503,19";"537,14";"553,63";"-";"-";"-";"-";"-"
"maio 2007";"609,91";"681,96";"678,05";"579,20";"551,08";"-";"-";"-";"-";"-";"-";"-";"-";"-";"737,90";"621,56";"538,25";"480,20";"627,01";"560,00";"553,07";"511,74";"448,16";"589,74";"519,91";"527,22";"613,32";"526,15";"503,11";"499,97";"501,21";"505,31";"540,06";"556,91";"-";"-";"-";"-";"-"
"junho 2007";"611,91";"684,27";"680,02";"581,17";"553,09";"-";"-";"-";"-";"-";"-";"-";"-";"-";"740,14";"624,05";"540,22";"481,15";"627,93";"560,85";"553,86";"512,59";"449,10";"590,66";"520,79";"528,36";"614,36";"527,07";"504,12";"500,99";"503,71";"507,77";"543,70";"561,08";"-";"-";"-";"-";"-"
"julho 2007";"612,94";"685,25";"681,65";"582,76";"554,52";"-";"-";"-";"-";"-";"-";"-";"-";"-";"741,17";"624,33";"541,76";"479,45";"628,41";"561,38";"554,37";"513,00";"449,52";"591,23";"521,25";"528,74";"614,95";"527,56";"504,65";"501,53";"504,10";"507,94";"546,26";"563,55";"-";"-";"-";"-";"-"
"agosto 2007";"615,40";"688,00";"684,41";"585,13";"556,79";"-";"-";"-";"-";"-";"-";"-";"-";"-";"744,07";"626,84";"543,95";"480,47";"629,77";"562,49";"555,49";"514,06";"450,56";"592,44";"522,30";"530,19";"616,20";"528,59";"505,96";"502,83";"504,81";"508,76";"546,64";"563,87";"-";"-";"-";"-";"-"
"setembro 2007";"617,95";"690,73";"686,97";"587,29";"558,84";"-";"-";"-";"-";"-";"-";"-";"-";"-";"747,14";"629,16";"545,77";"481,47";"630,62";"563,25";"556,31";"515,00";"451,39";"593,55";"523,41";"531,38";"617,48";"529,81";"507,22";"504,02";"506,74";"510,72";"548,15";"565,63";"-";"-";"-";"-";"-"
"outubro 2007";"620,50";"693,55";"689,79";"589,59";"561,12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"749,99";"632,21";"548,39";"482,43";"631,81";"564,27";"557,11";"516,07";"452,98";"594,66";"524,59";"533,74";"618,72";"531,04";"509,69";"506,45";"506,47";"510,66";"546,64";"564,02";"-";"-";"-";"-";"-"
"novembro 2007";"622,77";"696,03";"692,65";"591,83";"563,23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"752,49";"634,93";"550,83";"483,37";"633,73";"566,36";"559,58";"518,71";"455,10";"596,80";"526,88";"535,77";"620,82";"533,23";"511,66";"508,22";"511,35";"515,52";"552,80";"570,44";"-";"-";"-";"-";"-"
"dezembro 2007";"651,21";"727,83";"724,36";"618,55";"588,59";"-";"-";"-";"-";"-";"-";"-";"-";"-";"786,58";"665,72";"576,00";"501,86";"661,34";"591,20";"583,87";"541,73";"474,30";"622,99";"550,26";"558,39";"648,17";"556,95";"533,68";"530,02";"534,11";"539,20";"571,86";"590,68";"-";"-";"-";"-";"-"
"janeiro 2008";"652,45";"729,21";"725,50";"619,60";"589,56";"-";"-";"-";"-";"-";"-";"-";"-";"-";"788,15";"666,80";"576,98";"505,20";"664,88";"594,69";"586,98";"544,80";"478,21";"626,15";"553,28";"561,78";"651,45";"559,97";"536,86";"533,25";"536,51";"541,63";"573,98";"593,22";"-";"-";"-";"-";"-"
"fevereiro 2008";"656,35";"733,67";"729,49";"622,63";"592,41";"-";"-";"-";"-";"-";"-";"-";"-";"-";"793,35";"670,47";"580,18";"508,38";"668,55";"598,07";"590,36";"547,98";"480,98";"629,74";"556,55";"565,06";"655,21";"563,32";"539,91";"536,28";"540,19";"545,39";"577,93";"597,44";"-";"-";"-";"-";"-"
"março 2008";"660,82";"738,78";"734,52";"626,44";"596,11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"799,05";"675,14";"583,90";"512,76";"673,50";"602,00";"594,77";"551,56";"483,82";"634,52";"560,27";"568,47";"660,23";"567,13";"543,24";"539,66";"542,50";"547,46";"575,13";"594,71";"-";"-";"-";"-";"-"
"abril 2008";"662,43";"740,61";"736,67";"628,07";"597,61";"-";"-";"-";"-";"-";"-";"-";"-";"-";"801,23";"676,47";"585,44";"513,94";"675,30";"603,38";"596,11";"552,61";"484,74";"636,12";"561,46";"569,58";"661,91";"568,36";"544,51";"540,98";"543,36";"548,25";"576,79";"596,32";"-";"-";"-";"-";"-"
"maio 2008";"664,81";"743,06";"738,30";"629,93";"599,44";"-";"-";"-";"-";"-";"-";"-";"-";"-";"803,80";"678,67";"587,18";"514,80";"675,43";"603,85";"596,38";"553,29";"484,91";"636,26";"562,01";"569,93";"662,04";"568,89";"544,86";"541,23";"544,27";"549,31";"575,46";"595,17";"-";"-";"-";"-";"-"
"junho 2008";"667,54";"746,06";"742,06";"633,54";"602,74";"-";"-";"-";"-";"-";"-";"-";"-";"-";"806,84";"681,87";"590,26";"517,70";"679,57";"607,73";"600,09";"556,91";"488,19";"640,27";"565,74";"573,93";"666,28";"572,69";"548,70";"545,07";"546,55";"551,75";"576,42";"596,43";"-";"-";"-";"-";"-"
"julho 2008";"670,56";"749,52";"744,69";"635,82";"605,02";"-";"-";"-";"-";"-";"-";"-";"-";"-";"810,56";"684,84";"593,00";"519,13";"681,17";"609,49";"601,69";"558,60";"489,54";"641,48";"567,06";"575,29";"667,39";"573,88";"549,69";"546,07";"549,37";"554,69";"581,57";"602,04";"-";"-";"-";"-";"-"
"agosto 2008";"674,97";"754,44";"749,75";"640,37";"609,35";"-";"-";"-";"-";"-";"-";"-";"-";"-";"815,98";"689,86";"598,35";"526,63";"688,73";"616,83";"608,94";"565,59";"496,43";"649,16";"574,42";"582,66";"675,56";"581,50";"556,63";"552,96";"557,73";"563,24";"593,51";"614,99";"-";"-";"-";"-";"-"
"setembro 2008";"690,75";"772,12";"767,89";"655,93";"624,12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"834,75";"706,04";"612,05";"535,90";"703,77";"630,04";"621,77";"577,34";"506,58";"663,19";"586,55";"594,99";"690,21";"593,84";"568,64";"564,99";"566,10";"572,21";"599,04";"620,52";"-";"-";"-";"-";"-"
"outubro 2008";"692,76";"774,35";"769,90";"657,73";"625,70";"-";"-";"-";"-";"-";"-";"-";"-";"-";"837,32";"708,85";"614,28";"539,84";"707,58";"633,64";"625,18";"580,77";"510,39";"667,05";"590,30";"599,50";"694,54";"597,93";"572,94";"569,21";"572,06";"578,33";"605,81";"628,21";"-";"-";"-";"-";"-"
"novembro 2008";"696,00";"777,97";"773,47";"661,86";"629,72";"-";"-";"-";"-";"-";"-";"-";"-";"-";"840,56";"713,50";"619,00";"541,66";"709,63";"635,75";"627,20";"582,96";"512,59";"669,04";"592,40";"602,03";"696,61";"600,04";"575,29";"571,48";"574,82";"581,18";"609,15";"631,72";"-";"-";"-";"-";"-"
"dezembro 2008";"709,52";"793,09";"788,64";"674,66";"641,88";"-";"-";"-";"-";"-";"-";"-";"-";"-";"856,65";"728,53";"631,01";"553,30";"725,60";"650,24";"641,31";"596,22";"524,26";"684,21";"606,01";"615,72";"712,51";"613,92";"588,21";"584,32";"588,70";"595,41";"621,99";"645,20";"-";"-";"-";"-";"-"
"janeiro 2009";"713,95";"797,82";"793,21";"678,45";"645,49";"-";"-";"-";"-";"-";"-";"-";"-";"-";"862,06";"732,13";"634,37";"555,43";"728,82";"653,18";"644,07";"598,90";"526,41";"687,07";"608,61";"618,12";"715,44";"616,52";"590,90";"586,90";"591,46";"598,14";"625,64";"648,79";"-";"-";"-";"-";"-"
"fevereiro 2009";"717,76";"801,84";"797,58";"682,60";"649,29";"-";"-";"-";"-";"-";"-";"-";"-";"-";"866,54";"736,02";"638,80";"561,56";"735,67";"659,87";"650,34";"605,04";"532,36";"693,78";"615,08";"624,79";"722,55";"623,20";"597,17";"593,14";"598,70";"605,06";"636,04";"659,67";"-";"-";"-";"-";"-"
"março 2009";"721,89";"806,38";"802,23";"687,03";"653,34";"-";"-";"-";"-";"-";"-";"-";"-";"-";"871,54";"739,49";"642,42";"563,05";"738,22";"662,14";"652,56";"607,20";"534,02";"696,09";"617,15";"626,75";"724,95";"625,28";"599,28";"595,19";"600,33";"606,79";"637,25";"660,90";"-";"-";"-";"-";"-"
"abril 2009";"722,70";"806,97";"803,16";"688,10";"654,43";"-";"-";"-";"-";"-";"-";"-";"-";"-";"871,89";"740,74";"643,09";"563,94";"739,61";"663,62";"653,67";"608,37";"534,90";"697,35";"618,44";"627,96";"726,26";"626,60";"600,21";"596,13";"601,51";"608,19";"638,80";"662,40";"-";"-";"-";"-";"-"
"maio 2009";"727,52";"812,18";"807,89";"692,62";"658,80";"-";"-";"-";"-";"-";"-";"-";"-";"-";"877,40";"743,48";"645,17";"565,07";"741,78";"665,63";"655,99";"610,47";"536,64";"699,24";"620,14";"630,65";"727,96";"628,13";"602,11";"597,83";"604,49";"610,02";"642,74";"665,20";"-";"-";"-";"-";"-"
"junho 2009";"730,29";"815,39";"811,06";"695,51";"661,68";"-";"-";"-";"-";"-";"-";"-";"-";"-";"880,60";"745,51";"646,82";"565,98";"742,22";"665,85";"655,66";"610,10";"536,62";"698,79";"619,62";"630,82";"727,46";"627,57";"602,14";"597,87";"605,04";"610,33";"646,65";"668,89";"-";"-";"-";"-";"-"
"julho 2009";"730,31";"815,43";"811,19";"695,45";"661,60";"-";"-";"-";"-";"-";"-";"-";"-";"-";"880,76";"745,43";"646,74";"566,95";"743,23";"666,78";"656,61";"610,90";"537,27";"699,94";"620,61";"631,60";"728,73";"628,63";"602,84";"598,62";"605,53";"610,92";"645,06";"667,68";"-";"-";"-";"-";"-"
"agosto 2009";"730,29";"815,42";"811,27";"695,50";"661,64";"-";"-";"-";"-";"-";"-";"-";"-";"-";"880,69";"745,48";"646,74";"566,32";"743,00";"666,68";"656,91";"611,26";"537,56";"700,03";"620,78";"631,84";"728,71";"628,72";"603,00";"598,74";"606,22";"611,48";"646,92";"669,52";"-";"-";"-";"-";"-"
"setembro 2009";"732,22";"817,75";"813,26";"697,03";"662,86";"-";"-";"-";"-";"-";"-";"-";"-";"-";"883,83";"746,47";"648,23";"566,26";"743,54";"667,22";"657,36";"611,74";"537,95";"700,58";"621,31";"632,46";"729,32";"629,28";"603,53";"599,30";"607,16";"612,34";"648,33";"671,12";"-";"-";"-";"-";"-"
"outubro 2009";"733,78";"819,50";"815,05";"698,70";"664,46";"-";"-";"-";"-";"-";"-";"-";"-";"-";"885,49";"748,30";"649,96";"565,71";"743,70";"667,38";"657,35";"611,84";"537,74";"700,23";"621,03";"632,17";"728,80";"628,81";"603,23";"599,02";"606,69";"611,82";"647,10";"669,75";"-";"-";"-";"-";"-"
"novembro 2009";"735,27";"821,06";"816,60";"699,90";"665,58";"-";"-";"-";"-";"-";"-";"-";"-";"-";"887,36";"749,36";"650,87";"566,73";"745,06";"668,36";"658,92";"613,03";"538,51";"701,77";"622,12";"632,98";"730,31";"629,85";"604,19";"599,98";"606,58";"611,69";"646,68";"669,15";"-";"-";"-";"-";"-"
"dezembro 2009";"758,45";"847,05";"842,70";"722,00";"686,56";"-";"-";"-";"-";"-";"-";"-";"-";"-";"915,01";"774,90";"671,31";"581,53";"768,39";"689,33";"679,25";"632,16";"554,30";"723,61";"641,51";"651,72";"753,05";"649,50";"622,28";"617,88";"625,07";"631,01";"662,48";"685,74";"-";"-";"-";"-";"-"
"janeiro 2010";"760,07";"848,97";"844,95";"724,33";"688,39";"-";"-";"-";"-";"-";"-";"-";"-";"-";"917,42";"776,39";"673,67";"582,63";"770,29";"691,14";"680,40";"633,35";"555,26";"725,08";"642,92";"653,22";"754,66";"650,99";"623,71";"619,35";"625,51";"631,57";"662,54";"685,89";"-";"-";"-";"-";"-"
"fevereiro 2010";"762,10";"851,15";"847,30";"726,47";"690,48";"-";"-";"-";"-";"-";"-";"-";"-";"-";"919,76";"778,54";"676,03";"583,90";"771,38";"692,23";"681,90";"634,84";"556,64";"726,36";"644,20";"654,62";"755,87";"652,19";"624,96";"620,48";"627,70";"633,47";"667,04";"690,21";"-";"-";"-";"-";"-"
"março 2010";"763,04";"852,25";"848,03";"726,67";"690,96";"-";"-";"-";"-";"-";"-";"-";"-";"-";"920,50";"779,91";"676,39";"584,83";"772,10";"692,76";"682,70";"635,44";"557,29";"727,03";"644,69";"655,18";"756,50";"652,61";"625,37";"620,88";"629,99";"635,77";"671,52";"694,75";"-";"-";"-";"-";"-"
"abril 2010";"765,05";"854,50";"850,53";"728,72";"692,93";"-";"-";"-";"-";"-";"-";"-";"-";"-";"922,79";"782,35";"678,44";"586,31";"773,43";"693,99";"683,84";"636,65";"558,28";"728,29";"645,93";"656,42";"757,78";"653,83";"626,55";"622,06";"631,09";"636,88";"673,02";"696,04";"-";"-";"-";"-";"-"
"maio 2010";"770,08";"860,33";"856,69";"733,67";"697,68";"-";"-";"-";"-";"-";"-";"-";"-";"-";"929,07";"787,71";"683,35";"590,35";"778,39";"698,07";"687,98";"640,20";"561,73";"733,10";"649,90";"661,08";"762,76";"657,84";"630,92";"626,57";"632,27";"638,07";"673,50";"696,13";"-";"-";"-";"-";"-"
"junho 2010";"775,11";"865,97";"863,17";"739,88";"703,33";"-";"-";"-";"-";"-";"-";"-";"-";"-";"935,19";"792,46";"688,27";"593,87";"784,32";"703,62";"693,06";"645,10";"565,97";"738,16";"654,63";"666,21";"767,83";"662,49";"635,53";"631,18";"634,61";"640,40";"675,71";"697,84";"-";"-";"-";"-";"-"
"julho 2010";"774,86";"865,74";"863,36";"740,16";"703,63";"-";"-";"-";"-";"-";"-";"-";"-";"-";"934,63";"792,94";"688,68";"595,82";"785,52";"704,87";"694,23";"646,28";"567,15";"738,91";"655,45";"667,25";"768,39";"663,13";"636,24";"631,87";"635,66";"641,26";"677,78";"699,49";"-";"-";"-";"-";"-"
"agosto 2010";"779,62";"870,97";"868,30";"744,59";"707,96";"-";"-";"-";"-";"-";"-";"-";"-";"-";"940,34";"796,71";"692,11";"597,50";"787,96";"707,15";"696,36";"648,32";"568,65";"740,78";"657,18";"669,05";"770,13";"664,68";"637,84";"633,43";"636,62";"642,13";"677,98";"699,42";"-";"-";"-";"-";"-"
"setembro 2010";"784,59";"876,32";"872,90";"749,19";"712,53";"-";"-";"-";"-";"-";"-";"-";"-";"-";"945,81";"800,22";"695,45";"600,01";"790,25";"709,41";"698,54";"650,41";"570,63";"742,12";"658,49";"670,75";"771,18";"665,71";"639,32";"634,74";"638,65";"643,58";"681,50";"702,09";"-";"-";"-";"-";"-"
"outubro 2010";"786,18";"878,15";"874,88";"750,77";"713,91";"-";"-";"-";"-";"-";"-";"-";"-";"-";"947,71";"801,49";"696,60";"600,14";"791,47";"710,43";"699,51";"651,23";"571,03";"743,04";"659,20";"671,16";"772,04";"666,35";"639,77";"635,19";"639,16";"644,11";"681,93";"702,09";"-";"-";"-";"-";"-"
"novembro 2010";"826,29";"923,12";"920,18";"789,73";"750,66";"-";"-";"-";"-";"-";"-";"-";"-";"-";"995,67";"845,04";"732,53";"625,22";"830,16";"745,40";"733,15";"683,20";"597,30";"779,27";"691,63";"702,47";"809,81";"699,18";"670,07";"665,17";"668,81";"675,00";"704,66";"726,02";"-";"-";"-";"-";"-"
"dezembro 2010";"827,74";"924,79";"921,85";"791,03";"751,82";"-";"-";"-";"-";"-";"-";"-";"-";"-";"997,30";"846,66";"733,86";"624,80";"830,66";"745,82";"733,56";"683,67";"597,66";"779,81";"692,14";"703,06";"810,39";"699,70";"670,67";"665,76";"669,80";"676,29";"705,48";"727,29";"-";"-";"-";"-";"-"
"janeiro 2011";"829,93";"927,36";"924,47";"793,55";"754,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1000,33";"848,34";"735,94";"625,42";"832,06";"746,96";"734,54";"684,54";"597,76";"780,31";"692,40";"703,27";"810,60";"699,67";"670,75";"665,87";"668,65";"675,19";"703,89";"725,56";"-";"-";"-";"-";"-"
"fevereiro 2011";"829,91";"927,44";"924,57";"793,58";"754,01";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1000,52";"848,41";"735,94";"625,82";"832,62";"747,50";"734,92";"684,91";"598,22";"780,79";"692,87";"703,81";"811,13";"700,18";"671,25";"666,38";"669,49";"675,99";"704,91";"726,60";"-";"-";"-";"-";"-"
"março 2011";"832,03";"929,71";"926,78";"795,54";"756,03";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1002,90";"850,68";"737,93";"625,50";"832,54";"747,43";"734,88";"685,02";"598,20";"780,66";"692,83";"703,77";"810,96";"700,08";"671,33";"666,40";"669,52";"676,18";"704,69";"726,53";"-";"-";"-";"-";"-"
"abril 2011";"832,69";"930,62";"927,63";"795,97";"756,45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1004,16";"851,24";"738,33";"625,96";"833,14";"747,78";"735,45";"685,47";"598,51";"781,39";"693,35";"704,51";"811,78";"700,64";"672,04";"667,05";"670,55";"676,91";"705,41";"727,00";"-";"-";"-";"-";"-"
"maio 2011";"836,79";"935,42";"932,25";"800,02";"760,41";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1009,29";"855,12";"741,82";"630,14";"836,30";"750,58";"738,43";"688,20";"600,99";"784,04";"695,69";"707,13";"814,37";"702,87";"674,59";"669,41";"673,76";"679,78";"708,18";"729,60";"-";"-";"-";"-";"-"
"junho 2011";"840,13";"939,03";"935,53";"802,98";"763,29";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1013,16";"857,09";"743,40";"631,08";"836,72";"750,73";"738,56";"688,23";"600,96";"784,23";"695,69";"707,23";"814,58";"702,86";"674,75";"669,56";"674,16";"680,37";"709,30";"731,04";"-";"-";"-";"-";"-"
"julho 2011";"837,42";"936,04";"932,42";"800,68";"761,07";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1009,75";"855,40";"742,26";"632,26";"837,95";"751,98";"739,79";"689,50";"602,08";"785,45";"696,89";"709,31";"815,89";"704,08";"676,50";"671,21";"678,61";"683,99";"714,87";"736,60";"-";"-";"-";"-";"-"
"agosto 2011";"841,80";"940,63";"936,53";"804,31";"764,58";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1014,87";"856,87";"742,92";"631,26";"837,85";"751,71";"739,48";"689,31";"601,80";"785,19";"696,61";"709,51";"815,60";"703,74";"676,92";"671,59";"680,20";"685,22";"718,95";"740,65";"-";"-";"-";"-";"-"
"setembro 2011";"845,71";"944,95";"940,11";"807,67";"767,98";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1019,25";"859,71";"744,95";"632,01";"838,18";"752,08";"739,66";"689,60";"602,06";"785,32";"696,82";"709,90";"815,72";"703,93";"676,96";"671,57";"681,53";"686,59";"721,17";"742,52";"-";"-";"-";"-";"-"
"outubro 2011";"847,06";"946,37";"941,29";"808,83";"769,13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1020,80";"860,55";"745,75";"633,40";"838,93";"752,69";"740,29";"690,10";"602,55";"786,06";"697,38";"710,40";"816,54";"704,53";"677,51";"672,17";"682,16";"687,27";"721,41";"743,07";"-";"-";"-";"-";"-"
"novembro 2011";"848,31";"947,60";"942,25";"809,57";"769,94";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1022,18";"860,76";"745,51";"633,73";"838,58";"752,25";"739,87";"689,67";"602,38";"785,93";"697,18";"710,33";"816,56";"704,46";"677,50";"672,15";"682,86";"687,91";"722,70";"744,72";"-";"-";"-";"-";"-"
"dezembro 2011";"848,17";"947,62";"942,19";"809,99";"770,04";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1022,51";"860,33";"745,85";"634,57";"839,47";"753,12";"740,52";"690,26";"602,54";"786,78";"697,96";"711,48";"817,52";"705,33";"678,29";"672,98";"683,71";"688,70";"723,04";"745,24";"-";"-";"-";"-";"-"
"janeiro 2012";"888,62";"992,78";"986,57";"847,09";"805,30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1070,56";"900,50";"774,80";"647,06";"867,00";"776,21";"762,72";"710,59";"616,19";"811,41";"718,29";"730,02";"842,95";"725,64";"697,30";"691,90";"696,97";"704,29";"722,11";"744,08";"-";"-";"-";"-";"-"
"fevereiro 2012";"890,96";"995,41";"989,33";"849,14";"807,45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1073,06";"903,14";"776,59";"647,99";"868,76";"777,25";"764,10";"711,50";"616,83";"812,84";"719,08";"730,68";"844,37";"726,36";"698,22";"692,82";"698,51";"705,88";"724,51";"746,69";"-";"-";"-";"-";"-"
"março 2012";"895,33";"1000,40";"994,32";"853,01";"811,22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1079,01";"906,68";"779,45";"650,98";"871,50";"779,11";"766,31";"713,15";"617,98";"815,77";"721,16";"732,28";"847,64";"728,66";"700,17";"694,79";"699,80";"707,20";"724,70";"747,17";"-";"-";"-";"-";"-"
"abril 2012";"896,57";"1001,42";"995,58";"854,28";"812,39";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1079,80";"907,65";"780,66";"650,63";"871,31";"778,87";"766,35";"713,27";"617,84";"815,29";"720,71";"731,97";"846,90";"727,95";"699,74";"694,29";"700,87";"708,44";"727,35";"750,07";"-";"-";"-";"-";"-"
"maio 2012";"900,01";"1005,22";"999,36";"857,30";"815,24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1084,35";"910,72";"783,31";"652,73";"874,11";"781,21";"768,70";"715,38";"619,57";"817,91";"722,89";"734,18";"849,67";"730,17";"702,06";"696,62";"702,55";"710,20";"728,44";"751,33";"-";"-";"-";"-";"-"
"junho 2012";"901,00";"1006,49";"1000,70";"858,49";"816,32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1086,29";"910,98";"783,96";"653,99";"875,20";"782,12";"769,30";"715,86";"620,51";"818,78";"723,65";"735,99";"850,57";"730,98";"703,62";"698,25";"700,64";"708,40";"726,48";"748,59";"-";"-";"-";"-";"-"
