"Tabela 647 - Custo de projeto m², por tipo de projeto e padrão de acabamento"
"Variável - Custo de projeto m² (Reais)"
"Unidade da Federação - Minas Gerais"
"Padrão de acabamento - Alto"
"Mês";"Tipo de projeto"
"Mês";"CP.1-2Q.....46 Casa popular, 1 pavimento, varanda, sala, 2 quartos, circulação, banheiro e cozinha";"CP.1-2Q.....40 Casa popular, 1 pavimento, sala, 2 quartos, circulação, banheiro e cozinha";"CR.1-2Q.....62 Casa residencial, 1 pavimento, varanda, sala,2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"CR.1-3Q....104 Casa residencial, 1 pavimento, varanda, sala,3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"CR.1-4Q....122 Casa residencial, 1 pavimento, varanda, sala,4 quartos, circulação, 2 banheiros, cozinha, área de serviço, quarto e WC de empregada";"EA.1-US.....04 Especificação tipo ""A"", 1 pavimento, somente unidade sanitária";"EB.1-US.....03 Especificação tipo ""B"", 1 pavimento, somente unidade sanitária";"EA.1-0Q.....22 Especificação tipo ""A"", 1 pavimento, sala, cozinha e banheiro";"EB.1-0Q.....22 Especificação tipo ""B"", 1 pavimento, sala, cozinha e banheiro";"EA.1-1Q.....30 Especificação tipo ""A"", 1 pavimento, sala, 1 quarto, cozinha e banheiro";"EB.1-1Q.....32 Especificação tipo ""B"", 1 pavimento, sala, 1 quarto, cozinha e banheiro";"EA.2-2Q.....38 Especificação tipo ""A"", 1 pavimento, sala, 2 quartos, cozinha e banheiro";"EB.1-2Q.....39 Especificação tipo ""B"", 1 pavimento, sala, 2 quartos, cozinha e banheiro";"EB.2-2Q.....45 Especificação tipo ""B"", 2 pavimentos, sala, 2 quartos, cozinha e banheiro";"CP.1-1Q.....30 Casa popular, 1 pavimento, sala, 1 quarto, circulação, banheiro e cozinha";"CP.2-3Q.....56 Casa popular, 2 pavimentos, sala, 3 quartos, circulação, banheiro e cozinha";"CR.2-2Q.....81 Casa residencial, geminada, 2 pavimentos, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR5-2QT...2125 Prédio residencial, térreo, 5 pavimentos tipo, sala, 2 quartos, banheiro, cozinha e área de serviço";"PR4-2QT...1433 Prédio residencial, térreo, 4 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR4-3QT...2264 Prédio residencial, térreo, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR4-2QP...1643 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR4-3QP...2520 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR6-3QP...7181 Prédio residencial, pilotis, 6 pavimentos tipo, sala, 3 quartos, circulação, 2 banheiros, copa-cozinha, área de serviço, quarto e WC de empregada";"PR8-2QP...2620 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR8-3QP...4266 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR8-3QP...3176 Prédio residencial, pilotis, 8 pavimentos tipo, 2 salas, 3 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada";"PR12-2QP..3597 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR12-3QP..6013 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR12-4QP..4050 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada";"PR18-4QP..5870 Prédio residencial, pilotis, 18 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada";"PC.12-LA..8192 Prédio comercial, 12 pavimentos, lojas e salas autônomas";"PC.18-LA.11072 Prédio comercial, 18 pavimentos, lojas e salas autônomas";"PC.12-LC..6862 Prédio comercial, 12 pavimentos, lojas e andar corrido";"PC.18-LC.10111 Prédio comercial, 18 pavimentos, lojas e andar corrido";"CB-M........31 Projeto-tipo cesta básica, materiais, sala, quarto, circulação, banheiro e cozinha";"CB-MMIN.....23 Projeto-tipo cesta básica, materiais mínimos, sala, circulação, banheiro e cozinha";"CB-M........23 Projeto-tipo cesta básica, materiais, sala, circulação, banheiro e cozinha";"CB-MMO......31 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, quarto, circulação, banheiro e cozinha";"CB-MMO......23 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, circulação, banheiro e cozinha"
"maio 2007";"-";"-";"-";"668,59";"634,22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"722,60";"639,18";"643,46";"593,41";"517,29";"684,51";"599,45";"608,94";"710,24";"604,91";"590,88";"586,38";"577,68";"579,62";"576,46";"590,07";"-";"-";"-";"-";"-"
"junho 2007";"-";"-";"-";"670,92";"636,46";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"723,55";"640,22";"644,24";"594,51";"518,22";"685,42";"600,54";"610,23";"711,28";"606,04";"592,02";"587,51";"581,94";"583,55";"580,68";"594,74";"-";"-";"-";"-";"-"
"julho 2007";"-";"-";"-";"672,98";"638,27";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"725,26";"641,46";"648,40";"597,64";"521,00";"688,87";"602,91";"611,85";"714,40";"608,09";"594,05";"589,35";"583,86";"585,10";"584,16";"597,89";"-";"-";"-";"-";"-"
"agosto 2007";"-";"-";"-";"676,17";"641,28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"726,85";"642,70";"652,24";"600,90";"523,15";"691,86";"605,30";"613,93";"717,00";"610,10";"595,75";"590,83";"585,89";"587,34";"585,66";"599,05";"-";"-";"-";"-";"-"
"setembro 2007";"-";"-";"-";"679,25";"644,21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"728,79";"644,37";"655,89";"604,23";"525,57";"695,15";"608,17";"616,40";"720,16";"612,81";"598,24";"593,11";"589,04";"590,58";"588,19";"601,59";"-";"-";"-";"-";"-"
"outubro 2007";"-";"-";"-";"679,70";"644,61";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"728,68";"644,44";"654,63";"603,53";"524,76";"694,39";"607,89";"616,68";"719,61";"612,71";"598,37";"593,24";"588,08";"590,03";"586,29";"599,73";"-";"-";"-";"-";"-"
"novembro 2007";"-";"-";"-";"684,95";"649,63";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"734,10";"649,41";"660,18";"608,89";"529,76";"699,86";"612,89";"621,66";"725,15";"617,62";"603,97";"598,58";"595,19";"596,94";"593,03";"606,74";"-";"-";"-";"-";"-"
"dezembro 2007";"-";"-";"-";"713,50";"676,72";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"762,29";"674,70";"685,66";"632,95";"549,33";"726,99";"637,04";"644,97";"753,35";"641,99";"626,36";"620,68";"620,00";"622,70";"613,41";"628,19";"-";"-";"-";"-";"-"
"janeiro 2008";"-";"-";"-";"712,55";"675,80";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"763,58";"676,44";"683,35";"631,53";"549,68";"725,83";"636,68";"645,51";"752,80";"642,11";"626,72";"621,33";"620,49";"623,22";"613,96";"629,58";"-";"-";"-";"-";"-"
"fevereiro 2008";"-";"-";"-";"716,53";"679,56";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"767,82";"680,35";"688,21";"636,04";"553,25";"730,55";"640,94";"649,53";"757,54";"646,30";"630,40";"624,91";"624,94";"627,78";"618,46";"634,23";"-";"-";"-";"-";"-"
"março 2008";"-";"-";"-";"718,13";"680,95";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"769,88";"681,89";"690,14";"637,48";"552,50";"732,58";"642,41";"649,66";"759,68";"647,80";"629,90";"624,34";"627,29";"629,79";"615,64";"631,51";"-";"-";"-";"-";"-"
"abril 2008";"-";"-";"-";"719,26";"681,91";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"770,71";"682,58";"687,59";"635,46";"551,45";"731,31";"641,48";"649,46";"758,97";"647,33";"630,10";"624,78";"628,21";"630,17";"616,48";"632,57";"-";"-";"-";"-";"-"
"maio 2008";"-";"-";"-";"720,81";"683,49";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"769,27";"681,67";"686,56";"634,99";"551,01";"729,99";"640,80";"649,43";"757,57";"646,58";"629,87";"624,49";"626,87";"629,35";"614,48";"630,75";"-";"-";"-";"-";"-"
"junho 2008";"-";"-";"-";"724,09";"686,41";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"772,81";"685,01";"690,99";"639,11";"554,12";"734,20";"644,59";"653,06";"761,76";"650,27";"633,03";"627,56";"629,10";"632,03";"615,87";"632,31";"-";"-";"-";"-";"-"
"julho 2008";"-";"-";"-";"729,61";"691,88";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"776,96";"688,88";"694,13";"642,19";"557,48";"737,42";"647,61";"656,70";"765,10";"653,28";"636,56";"631,22";"631,84";"634,88";"620,95";"637,89";"-";"-";"-";"-";"-"
"agosto 2008";"-";"-";"-";"736,90";"698,87";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"787,16";"698,37";"702,58";"650,23";"566,09";"746,95";"656,48";"666,26";"775,40";"662,60";"645,88";"640,66";"638,97";"642,44";"632,43";"650,47";"-";"-";"-";"-";"-"
"setembro 2008";"-";"-";"-";"753,45";"714,39";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"802,30";"711,53";"715,90";"662,18";"575,67";"761,39";"668,73";"678,18";"790,44";"675,04";"657,19";"651,96";"647,17";"651,40";"638,25";"656,25";"-";"-";"-";"-";"-"
"outubro 2008";"-";"-";"-";"755,89";"716,65";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"808,72";"717,70";"721,04";"667,37";"579,83";"767,23";"674,49";"683,22";"796,86";"681,24";"662,00";"656,69";"655,71";"660,01";"646,09";"665,09";"-";"-";"-";"-";"-"
"novembro 2008";"-";"-";"-";"759,98";"720,61";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"811,40";"720,40";"724,74";"670,99";"582,56";"770,47";"677,64";"686,20";"799,99";"684,25";"664,59";"659,09";"659,54";"664,02";"650,16";"669,18";"-";"-";"-";"-";"-"
"dezembro 2008";"-";"-";"-";"774,11";"734,01";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"828,87";"736,15";"741,66";"686,60";"595,27";"788,01";"693,15";"700,71";"818,05";"699,83";"678,17";"672,46";"675,06";"680,05";"664,26";"683,77";"-";"-";"-";"-";"-"
"janeiro 2009";"-";"-";"-";"779,16";"738,89";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"831,33";"738,33";"741,79";"687,04";"596,34";"788,92";"694,12";"702,36";"819,35";"701,06";"680,31";"674,66";"677,11";"681,86";"667,04";"686,70";"-";"-";"-";"-";"-"
"fevereiro 2009";"-";"-";"-";"782,09";"741,51";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"837,58";"744,36";"747,79";"692,90";"602,13";"795,18";"700,13";"708,67";"825,91";"707,20";"686,26";"680,51";"685,51";"689,70";"677,73";"697,83";"-";"-";"-";"-";"-"
"março 2009";"-";"-";"-";"785,67";"744,74";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"840,54";"747,02";"749,89";"694,98";"603,95";"797,57";"702,31";"710,88";"828,49";"709,47";"688,75";"682,98";"687,09";"691,37";"678,86";"699,01";"-";"-";"-";"-";"-"
"abril 2009";"-";"-";"-";"786,46";"745,62";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"841,21";"747,76";"750,43";"695,58";"604,52";"798,17";"702,97";"711,68";"829,11";"710,13";"689,18";"683,43";"688,20";"692,73";"680,33";"700,44";"-";"-";"-";"-";"-"
"maio 2009";"-";"-";"-";"791,49";"750,36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"844,59";"750,92";"754,20";"699,16";"607,77";"801,40";"705,93";"715,77";"832,08";"712,83";"693,19";"687,08";"693,84";"697,11";"685,20";"704,09";"-";"-";"-";"-";"-"
"junho 2009";"-";"-";"-";"796,07";"755,08";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"845,04";"751,06";"753,92";"698,72";"607,33";"800,96";"705,39";"715,59";"831,58";"712,27";"692,13";"686,14";"693,58";"696,38";"688,94";"707,61";"-";"-";"-";"-";"-"
"julho 2009";"-";"-";"-";"795,97";"754,94";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"846,16";"752,04";"755,70";"700,14";"608,21";"802,69";"706,78";"716,52";"833,30";"713,62";"692,81";"686,85";"693,02";"696,28";"687,39";"706,37";"-";"-";"-";"-";"-"
"agosto 2009";"-";"-";"-";"796,39";"755,24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"847,76";"753,61";"757,19";"701,84";"610,25";"804,21";"708,35";"718,67";"834,83";"715,14";"695,71";"689,61";"696,57";"699,44";"689,94";"708,88";"-";"-";"-";"-";"-"
"setembro 2009";"-";"-";"-";"798,48";"757,03";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"848,22";"754,16";"757,37";"702,19";"610,62";"804,55";"708,80";"719,24";"835,26";"715,65";"696,28";"690,21";"698,05";"700,70";"691,43";"710,59";"-";"-";"-";"-";"-"
"outubro 2009";"-";"-";"-";"802,49";"761,01";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"847,67";"753,75";"757,01";"701,97";"609,82";"803,68";"708,10";"718,29";"834,13";"714,72";"695,03";"688,99";"697,19";"699,83";"690,22";"709,22";"-";"-";"-";"-";"-"
"novembro 2009";"-";"-";"-";"805,08";"763,54";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"848,91";"754,81";"758,06";"702,97";"611,04";"804,77";"709,04";"719,57";"835,23";"715,63";"697,06";"690,95";"698,52";"701,08";"690,06";"708,90";"-";"-";"-";"-";"-"
"dezembro 2009";"-";"-";"-";"830,27";"787,48";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"873,41";"776,70";"779,53";"723,09";"627,71";"827,84";"729,40";"739,40";"859,25";"736,23";"716,16";"709,89";"717,88";"721,40";"706,59";"726,20";"-";"-";"-";"-";"-"
"janeiro 2010";"-";"-";"-";"831,71";"788,60";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"873,50";"776,89";"779,39";"722,97";"627,09";"827,78";"729,42";"739,15";"859,22";"736,30";"715,19";"709,01";"716,79";"720,48";"706,29";"725,99";"-";"-";"-";"-";"-"
"fevereiro 2010";"-";"-";"-";"833,49";"790,34";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"875,39";"778,83";"781,39";"725,23";"629,64";"829,61";"731,41";"741,73";"861,00";"738,19";"718,32";"711,90";"721,62";"724,69";"711,41";"730,91";"-";"-";"-";"-";"-"
"março 2010";"-";"-";"-";"835,28";"792,45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"877,55";"780,68";"783,35";"726,95";"631,43";"831,61";"733,10";"743,47";"863,05";"739,86";"720,08";"713,67";"724,66";"727,63";"716,13";"735,69";"-";"-";"-";"-";"-"
"abril 2010";"-";"-";"-";"837,92";"795,03";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"879,39";"782,37";"784,78";"728,57";"632,60";"833,17";"734,74";"745,31";"864,62";"741,47";"721,70";"715,27";"726,42";"729,32";"717,89";"737,23";"-";"-";"-";"-";"-"
"maio 2010";"-";"-";"-";"843,05";"799,80";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"884,28";"786,37";"789,15";"732,19";"635,09";"838,06";"738,70";"749,06";"869,61";"745,43";"724,90";"718,55";"727,98";"730,93";"718,69";"737,61";"-";"-";"-";"-";"-"
"junho 2010";"-";"-";"-";"847,42";"803,61";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"889,64";"791,39";"793,85";"736,73";"638,80";"842,62";"742,98";"753,70";"874,12";"749,59";"728,95";"722,56";"730,23";"733,14";"720,93";"739,31";"-";"-";"-";"-";"-"
"julho 2010";"-";"-";"-";"847,41";"803,69";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"891,08";"792,95";"795,17";"738,14";"639,97";"843,50";"744,04";"754,68";"874,81";"750,48";"729,66";"723,23";"731,77";"734,39";"723,16";"741,13";"-";"-";"-";"-";"-"
"agosto 2010";"-";"-";"-";"853,43";"809,54";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"894,17";"795,74";"797,53";"740,37";"641,55";"845,80";"746,10";"756,80";"877,07";"752,42";"731,52";"725,11";"732,29";"734,94";"723,25";"740,98";"-";"-";"-";"-";"-"
"setembro 2010";"-";"-";"-";"856,78";"812,88";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"894,85";"796,57";"798,53";"741,42";"642,81";"845,78";"746,23";"757,70";"876,68";"752,20";"732,15";"725,53";"734,14";"736,11";"726,52";"743,39";"-";"-";"-";"-";"-"
"outubro 2010";"-";"-";"-";"860,22";"816,15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"896,54";"798,09";"797,41";"740,65";"642,33";"845,60";"746,22";"758,08";"876,88";"752,48";"732,62";"726,21";"733,72";"735,59";"726,06";"742,75";"-";"-";"-";"-";"-"
"novembro 2010";"-";"-";"-";"902,93";"856,37";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"936,36";"833,75";"834,64";"775,59";"670,20";"884,55";"780,66";"791,19";"917,00";"786,95";"764,11";"757,19";"765,60";"769,01";"750,92";"768,49";"-";"-";"-";"-";"-"
"dezembro 2010";"-";"-";"-";"904,76";"858,12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"937,81";"835,12";"835,70";"776,77";"670,87";"885,85";"781,97";"792,31";"918,38";"788,30";"765,21";"758,30";"767,10";"770,84";"752,01";"770,04";"-";"-";"-";"-";"-"
"janeiro 2011";"-";"-";"-";"907,71";"860,70";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"939,61";"836,57";"836,97";"777,92";"671,22";"886,68";"782,52";"792,78";"918,95";"788,56";"765,62";"758,73";"766,68";"770,30";"750,62";"768,50";"-";"-";"-";"-";"-"
"fevereiro 2011";"-";"-";"-";"907,78";"860,81";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"939,72";"836,74";"837,09";"778,02";"671,19";"886,83";"782,71";"792,77";"919,12";"788,78";"765,31";"758,46";"766,89";"770,48";"751,51";"769,42";"-";"-";"-";"-";"-"
"março 2011";"-";"-";"-";"910,22";"863,11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"939,86";"837,03";"837,22";"778,43";"671,22";"886,89";"782,97";"792,93";"919,15";"788,99";"765,59";"758,68";"767,54";"771,26";"751,68";"769,66";"-";"-";"-";"-";"-"
"abril 2011";"-";"-";"-";"912,12";"864,96";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"941,38";"838,23";"838,68";"779,62";"672,03";"888,58";"784,30";"794,27";"920,95";"790,38";"766,84";"759,92";"768,54";"772,06";"752,60";"770,32";"-";"-";"-";"-";"-"
"maio 2011";"-";"-";"-";"917,49";"870,17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"945,45";"842,01";"842,71";"783,40";"674,97";"892,24";"787,65";"797,55";"924,54";"793,61";"769,95";"762,84";"772,53";"775,75";"755,91";"773,39";"-";"-";"-";"-";"-"
"junho 2011";"-";"-";"-";"922,51";"875,05";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"947,64";"843,64";"845,94";"786,10";"677,33";"895,10";"789,84";"799,86";"927,22";"795,58";"772,34";"765,14";"773,79";"777,28";"757,91";"775,49";"-";"-";"-";"-";"-"
"julho 2011";"-";"-";"-";"918,88";"871,59";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"947,77";"843,97";"845,90";"786,16";"677,31";"895,09";"789,98";"800,62";"927,34";"795,81";"772,57";"765,35";"777,05";"779,85";"763,24";"780,90";"-";"-";"-";"-";"-"
"agosto 2011";"-";"-";"-";"922,28";"874,92";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"947,90";"843,97";"844,09";"784,82";"676,37";"893,98";"789,12";"800,50";"926,48";"795,14";"772,83";"765,69";"780,27";"782,10";"767,28";"785,07";"-";"-";"-";"-";"-"
"setembro 2011";"-";"-";"-";"927,30";"880,05";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"949,22";"845,31";"845,16";"786,00";"677,35";"895,09";"790,26";"801,84";"927,62";"796,27";"773,81";"766,64";"781,84";"783,70";"769,60";"787,02";"-";"-";"-";"-";"-"
"outubro 2011";"-";"-";"-";"928,16";"880,87";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"950,88";"846,82";"846,20";"786,92";"677,87";"896,41";"791,42";"802,48";"929,10";"797,55";"774,44";"767,34";"782,45";"784,34";"769,83";"787,58";"-";"-";"-";"-";"-"
"novembro 2011";"-";"-";"-";"928,90";"881,68";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"950,67";"846,44";"845,92";"786,57";"677,79";"896,45";"791,30";"802,46";"929,29";"797,55";"774,49";"767,39";"783,62";"785,32";"771,20";"789,32";"-";"-";"-";"-";"-"
"dezembro 2011";"-";"-";"-";"929,71";"882,15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"952,73";"848,32";"849,30";"789,45";"679,40";"899,45";"793,84";"804,68";"932,15";"799,96";"776,23";"769,05";"784,93";"786,78";"772,38";"790,48";"-";"-";"-";"-";"-"
"janeiro 2012";"-";"-";"-";"973,99";"924,09";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"982,36";"872,77";"874,16";"811,94";"694,15";"926,74";"816,03";"825,27";"960,26";"822,01";"796,74";"789,43";"800,69";"805,12";"773,25";"791,02";"-";"-";"-";"-";"-"
"fevereiro 2012";"-";"-";"-";"977,81";"927,95";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"984,81";"874,32";"876,39";"813,53";"695,29";"928,98";"817,42";"826,46";"962,46";"823,32";"798,17";"790,84";"804,07";"808,11";"776,23";"794,16";"-";"-";"-";"-";"-"
"março 2012";"-";"-";"-";"982,57";"932,51";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"989,37";"877,70";"880,13";"816,46";"697,55";"933,63";"820,90";"829,45";"967,55";"827,06";"801,52";"794,23";"805,85";"809,88";"776,75";"794,92";"-";"-";"-";"-";"-"
"abril 2012";"-";"-";"-";"984,23";"934,15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"989,69";"877,80";"879,86";"816,27";"697,97";"933,15";"820,40";"829,67";"966,95";"826,39";"801,93";"794,65";"806,03";"810,27";"778,91";"797,41";"-";"-";"-";"-";"-"
"maio 2012";"-";"-";"-";"992,15";"941,97";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"997,07";"884,32";"886,20";"822,19";"702,85";"940,23";"826,57";"836,10";"974,39";"832,69";"808,29";"801,07";"808,09";"812,44";"780,27";"798,91";"-";"-";"-";"-";"-"
"junho 2012";"-";"-";"-";"991,33";"940,91";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"994,90";"882,27";"884,16";"820,17";"701,13";"938,06";"824,60";"834,70";"972,07";"830,69";"806,57";"799,34";"805,34";"810,05";"778,11";"795,98";"-";"-";"-";"-";"-"
"julho 2012";"-";"-";"-";"995,94";"945,64";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"996,16";"883,72";"885,77";"821,92";"702,58";"938,94";"825,78";"835,68";"972,82";"831,75";"807,57";"800,02";"809,57";"814,42";"782,30";"800,65";"-";"-";"-";"-";"-"
"agosto 2012";"-";"-";"-";"996,68";"946,37";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"997,25";"884,65";"888,09";"823,97";"704,25";"940,67";"827,23";"836,35";"974,30";"832,97";"808,45";"800,75";"812,18";"817,12";"784,10";"802,27";"-";"-";"-";"-";"-"
"setembro 2012";"-";"-";"-";"1003,26";"952,98";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1003,86";"889,75";"894,28";"829,06";"711,55";"947,25";"832,36";"842,82";"981,02";"838,09";"816,14";"808,55";"814,22";"819,61";"794,94";"813,04";"-";"-";"-";"-";"-"
"outubro 2012";"-";"-";"-";"1006,56";"956,60";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1006,49";"892,07";"896,42";"830,97";"712,87";"949,48";"834,26";"844,95";"983,29";"839,98";"818,06";"810,41";"815,88";"821,31";"796,57";"814,50";"-";"-";"-";"-";"-"
"novembro 2012";"-";"-";"-";"1012,43";"962,09";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1009,21";"895,20";"897,70";"833,05";"715,34";"950,18";"835,69";"846,51";"983,83";"841,16";"819,96";"812,21";"820,08";"825,18";"800,88";"818,68";"-";"-";"-";"-";"-"
"dezembro 2012";"-";"-";"-";"1015,24";"964,78";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1011,22";"897,26";"898,85";"834,45";"716,50";"952,27";"837,83";"848,08";"986,37";"843,66";"822,10";"814,41";"820,29";"825,49";"797,98";"816,00";"-";"-";"-";"-";"-"
"janeiro 2013";"-";"-";"-";"1020,33";"969,94";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1016,84";"902,29";"904,92";"840,03";"723,48";"957,78";"842,57";"852,57";"991,57";"848,01";"826,82";"819,09";"824,47";"828,90";"804,70";"822,05";"-";"-";"-";"-";"-"
"fevereiro 2013";"-";"-";"-";"1063,24";"1010,53";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1060,21";"941,18";"943,58";"876,30";"752,13";"998,20";"878,30";"887,26";"1033,27";"883,75";"858,96";"850,84";"860,51";"866,22";"832,83";"851,28";"-";"-";"-";"-";"-"
