"Tabela 647 - Custo de projeto m², por tipo de projeto e padrão de acabamento"
"Variável - Custo de projeto m² (Reais)"
"Unidade da Federação - Minas Gerais"
"Padrão de acabamento - Alto"
"Mês";"Tipo de projeto"
"Mês";"CP.1-2Q.....46 Casa popular, 1 pavimento, varanda, sala, 2 quartos, circulação, banheiro e cozinha";"CP.1-2Q.....40 Casa popular, 1 pavimento, sala, 2 quartos, circulação, banheiro e cozinha";"CR.1-2Q.....62 Casa residencial, 1 pavimento, varanda, sala,2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"CR.1-3Q....104 Casa residencial, 1 pavimento, varanda, sala,3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"CR.1-4Q....122 Casa residencial, 1 pavimento, varanda, sala,4 quartos, circulação, 2 banheiros, cozinha, área de serviço, quarto e WC de empregada";"EA.1-US.....04 Especificação tipo ""A"", 1 pavimento, somente unidade sanitária";"EB.1-US.....03 Especificação tipo ""B"", 1 pavimento, somente unidade sanitária";"EA.1-0Q.....22 Especificação tipo ""A"", 1 pavimento, sala, cozinha e banheiro";"EB.1-0Q.....22 Especificação tipo ""B"", 1 pavimento, sala, cozinha e banheiro";"EA.1-1Q.....30 Especificação tipo ""A"", 1 pavimento, sala, 1 quarto, cozinha e banheiro";"EB.1-1Q.....32 Especificação tipo ""B"", 1 pavimento, sala, 1 quarto, cozinha e banheiro";"EA.2-2Q.....38 Especificação tipo ""A"", 1 pavimento, sala, 2 quartos, cozinha e banheiro";"EB.1-2Q.....39 Especificação tipo ""B"", 1 pavimento, sala, 2 quartos, cozinha e banheiro";"EB.2-2Q.....45 Especificação tipo ""B"", 2 pavimentos, sala, 2 quartos, cozinha e banheiro";"CP.1-1Q.....30 Casa popular, 1 pavimento, sala, 1 quarto, circulação, banheiro e cozinha";"CP.2-3Q.....56 Casa popular, 2 pavimentos, sala, 3 quartos, circulação, banheiro e cozinha";"CR.2-2Q.....81 Casa residencial, geminada, 2 pavimentos, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR5-2QT...2125 Prédio residencial, térreo, 5 pavimentos tipo, sala, 2 quartos, banheiro, cozinha e área de serviço";"PR4-2QT...1433 Prédio residencial, térreo, 4 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR4-3QT...2264 Prédio residencial, térreo, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR4-2QP...1643 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR4-3QP...2520 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR6-3QP...7181 Prédio residencial, pilotis, 6 pavimentos tipo, sala, 3 quartos, circulação, 2 banheiros, copa-cozinha, área de serviço, quarto e WC de empregada";"PR8-2QP...2620 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR8-3QP...4266 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR8-3QP...3176 Prédio residencial, pilotis, 8 pavimentos tipo, 2 salas, 3 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada";"PR12-2QP..3597 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR12-3QP..6013 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR12-4QP..4050 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada";"PR18-4QP..5870 Prédio residencial, pilotis, 18 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada";"PC.12-LA..8192 Prédio comercial, 12 pavimentos, lojas e salas autônomas";"PC.18-LA.11072 Prédio comercial, 18 pavimentos, lojas e salas autônomas";"PC.12-LC..6862 Prédio comercial, 12 pavimentos, lojas e andar corrido";"PC.18-LC.10111 Prédio comercial, 18 pavimentos, lojas e andar corrido";"CB-M........31 Projeto-tipo cesta básica, materiais, sala, quarto, circulação, banheiro e cozinha";"CB-MMIN.....23 Projeto-tipo cesta básica, materiais mínimos, sala, circulação, banheiro e cozinha";"CB-M........23 Projeto-tipo cesta básica, materiais, sala, circulação, banheiro e cozinha";"CB-MMO......31 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, quarto, circulação, banheiro e cozinha";"CB-MMO......23 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, circulação, banheiro e cozinha"
"julho 2001";"-";"-";"-";"368,35";"348,91";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"402,96";"357,00";"358,33";"332,33";"288,85";"379,97";"334,04";"337,13";"393,44";"336,17";"327,50";"322,20";"335,06";"337,23";"346,48";"354,26";"-";"-";"-";"-";"-"
"agosto 2001";"-";"-";"-";"371,15";"351,61";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"407,16";"360,72";"362,13";"335,80";"292,48";"384,01";"337,59";"340,96";"397,70";"339,80";"331,49";"326,13";"339,60";"341,43";"352,56";"360,51";"-";"-";"-";"-";"-"
"setembro 2001";"-";"-";"-";"374,94";"355,39";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"411,16";"364,47";"365,51";"339,27";"295,79";"387,67";"341,15";"344,92";"401,58";"343,46";"335,51";"330,17";"343,96";"346,02";"357,96";"366,20";"-";"-";"-";"-";"-"
"outubro 2001";"-";"-";"-";"375,69";"356,13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"413,26";"366,06";"367,34";"340,73";"297,36";"389,82";"342,79";"346,48";"403,91";"345,20";"337,28";"331,93";"347,92";"349,69";"365,23";"373,77";"-";"-";"-";"-";"-"
"novembro 2001";"-";"-";"-";"376,58";"356,96";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"415,01";"367,44";"368,80";"341,97";"298,79";"391,49";"344,11";"348,00";"405,68";"346,55";"338,96";"333,63";"349,38";"350,93";"367,03";"375,58";"-";"-";"-";"-";"-"
"dezembro 2001";"-";"-";"-";"391,39";"371,01";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"431,16";"382,02";"383,07";"355,45";"310,23";"406,79";"357,77";"361,46";"421,71";"360,45";"351,69";"346,32";"362,71";"364,91";"378,47";"387,84";"-";"-";"-";"-";"-"
"janeiro 2002";"-";"-";"-";"394,91";"374,43";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"434,37";"384,99";"386,08";"358,34";"312,80";"409,96";"360,70";"364,37";"425,04";"363,44";"354,41";"348,99";"365,91";"368,15";"381,89";"391,51";"-";"-";"-";"-";"-"
"fevereiro 2002";"-";"-";"-";"397,90";"377,27";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"437,49";"387,59";"388,38";"360,35";"315,07";"412,85";"363,14";"367,49";"428,20";"366,06";"357,59";"352,33";"365,83";"368,33";"381,30";"391,06";"-";"-";"-";"-";"-"
"março 2002";"-";"-";"-";"399,80";"379,02";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"438,98";"389,04";"389,81";"361,90";"316,87";"414,21";"364,50";"369,31";"429,53";"367,35";"360,24";"354,80";"367,68";"369,98";"379,54";"389,18";"-";"-";"-";"-";"-"
"abril 2002";"-";"-";"-";"400,72";"379,89";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"440,04";"390,13";"390,67";"362,85";"317,68";"415,00";"365,41";"370,42";"430,31";"368,25";"361,26";"355,71";"369,20";"371,41";"380,81";"390,36";"-";"-";"-";"-";"-"
"maio 2002";"-";"-";"-";"401,00";"380,13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"440,41";"390,63";"391,18";"363,38";"318,00";"415,66";"366,11";"371,03";"430,99";"368,96";"361,77";"356,15";"368,52";"371,02";"379,33";"388,81";"-";"-";"-";"-";"-"
"junho 2002";"-";"-";"-";"402,73";"381,77";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"442,08";"391,93";"392,30";"364,36";"319,80";"417,27";"367,43";"373,29";"432,86";"370,46";"364,29";"358,84";"368,40";"370,86";"378,86";"388,61";"-";"-";"-";"-";"-"
"julho 2002";"-";"-";"-";"406,61";"385,45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"445,64";"394,99";"394,73";"366,60";"322,54";"420,38";"370,09";"377,03";"436,23";"373,30";"368,36";"363,15";"367,11";"369,82";"376,20";"385,97";"-";"-";"-";"-";"-"
"agosto 2002";"-";"-";"-";"406,28";"385,05";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"446,99";"396,44";"396,45";"368,23";"323,08";"421,92";"371,55";"377,33";"437,78";"374,72";"368,45";"363,14";"371,74";"373,98";"381,75";"391,76";"-";"-";"-";"-";"-"
"setembro 2002";"-";"-";"-";"410,87";"389,46";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"449,69";"398,77";"398,89";"370,47";"324,94";"424,62";"373,81";"379,64";"440,56";"376,96";"370,97";"366,66";"373,10";"375,45";"383,42";"393,31";"-";"-";"-";"-";"-"
"outubro 2002";"-";"-";"-";"415,68";"393,98";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"453,11";"401,71";"401,72";"373,25";"326,79";"427,57";"376,55";"382,58";"443,54";"379,64";"373,43";"369,10";"377,78";"379,68";"387,19";"396,95";"-";"-";"-";"-";"-"
"novembro 2002";"-";"-";"-";"426,56";"404,40";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"463,05";"410,05";"410,16";"380,92";"333,99";"436,96";"384,51";"391,37";"453,30";"387,64";"382,65";"379,31";"387,39";"387,90";"392,58";"401,88";"-";"-";"-";"-";"-"
"dezembro 2002";"-";"-";"-";"456,46";"432,70";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"491,84";"435,56";"435,34";"404,50";"354,41";"464,16";"408,45";"415,93";"481,60";"411,83";"406,87";"403,42";"406,79";"408,13";"406,19";"415,84";"-";"-";"-";"-";"-"
"janeiro 2003";"-";"-";"-";"461,56";"437,51";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"501,39";"444,85";"444,06";"413,20";"360,50";"472,77";"416,90";"423,61";"490,49";"420,34";"413,50";"409,75";"417,28";"418,33";"411,98";"422,06";"-";"-";"-";"-";"-"
"fevereiro 2003";"-";"-";"-";"469,53";"445,21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"511,49";"453,39";"453,23";"421,14";"368,21";"482,60";"425,08";"432,35";"500,67";"428,60";"422,35";"418,61";"423,15";"424,46";"422,34";"432,48";"-";"-";"-";"-";"-"
"março 2003";"-";"-";"-";"471,61";"447,14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"511,40";"453,55";"453,43";"421,37";"367,29";"482,68";"425,25";"431,34";"500,59";"428,63";"421,17";"417,34";"425,23";"426,17";"424,48";"434,38";"-";"-";"-";"-";"-"
"abril 2003";"-";"-";"-";"474,82";"450,12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"514,90";"456,89";"456,39";"424,39";"369,97";"485,98";"428,39";"434,54";"504,07";"431,83";"424,33";"420,57";"429,48";"430,29";"430,50";"440,62";"-";"-";"-";"-";"-"
"maio 2003";"-";"-";"-";"476,38";"451,63";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"516,76";"458,37";"458,43";"426,03";"371,36";"487,97";"429,89";"435,66";"506,10";"433,31";"425,71";"421,94";"431,74";"432,38";"432,40";"442,78";"-";"-";"-";"-";"-"
"junho 2003";"-";"-";"-";"478,50";"453,68";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"521,24";"462,30";"462,42";"429,66";"375,09";"492,40";"433,78";"439,80";"510,81";"437,32";"429,73";"425,96";"435,70";"436,33";"436,70";"447,43";"-";"-";"-";"-";"-"
"julho 2003";"-";"-";"-";"480,78";"455,78";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"523,06";"463,92";"464,02";"431,08";"376,19";"494,11";"435,23";"441,11";"512,60";"438,81";"431,07";"427,30";"436,29";"437,07";"436,33";"447,19";"-";"-";"-";"-";"-"
"agosto 2003";"-";"-";"-";"484,90";"459,67";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"526,42";"466,72";"467,91";"434,36";"378,60";"497,83";"438,22";"443,77";"516,26";"441,70";"433,59";"429,77";"438,48";"439,49";"438,31";"449,11";"-";"-";"-";"-";"-"
"setembro 2003";"-";"-";"-";"485,80";"460,69";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"527,20";"467,44";"468,05";"434,39";"378,78";"498,33";"438,67";"444,14";"516,92";"442,28";"433,93";"430,17";"438,42";"439,56";"438,82";"449,73";"-";"-";"-";"-";"-"
"outubro 2003";"-";"-";"-";"486,68";"461,58";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"528,16";"468,05";"469,72";"435,68";"379,51";"499,72";"439,63";"444,81";"518,17";"443,10";"434,41";"430,59";"439,03";"440,23";"439,04";"449,88";"-";"-";"-";"-";"-"
"novembro 2003";"-";"-";"-";"520,86";"494,19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"560,97";"497,60";"498,21";"462,61";"402,03";"530,32";"466,89";"471,87";"550,13";"470,76";"460,27";"456,23";"463,98";"466,71";"459,73";"471,86";"-";"-";"-";"-";"-"
"dezembro 2003";"-";"-";"-";"524,26";"497,42";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"565,86";"502,04";"502,42";"466,71";"406,11";"534,87";"470,95";"476,49";"554,92";"474,90";"465,96";"461,83";"468,02";"470,99";"462,16";"474,47";"-";"-";"-";"-";"-"
"janeiro 2004";"-";"-";"-";"528,25";"501,32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"570,70";"506,33";"506,43";"470,39";"409,43";"539,41";"474,92";"480,67";"559,71";"478,97";"470,05";"465,94";"470,74";"473,79";"466,54";"478,75";"-";"-";"-";"-";"-"
"fevereiro 2004";"-";"-";"-";"529,46";"502,51";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"572,53";"507,48";"507,75";"471,22";"409,68";"541,04";"475,85";"481,41";"561,40";"479,89";"470,90";"466,84";"470,80";"473,65";"465,12";"477,10";"-";"-";"-";"-";"-"
"março 2004";"-";"-";"-";"531,46";"504,24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"576,00";"510,29";"510,49";"473,44";"411,43";"544,22";"478,31";"483,76";"564,82";"482,48";"473,17";"469,18";"472,04";"474,92";"466,59";"478,59";"-";"-";"-";"-";"-"
"abril 2004";"-";"-";"-";"537,35";"509,62";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"581,51";"514,80";"514,86";"477,33";"416,04";"549,05";"482,30";"488,98";"569,95";"486,59";"478,85";"474,95";"473,70";"476,24";"467,49";"479,44";"-";"-";"-";"-";"-"
"maio 2004";"-";"-";"-";"542,03";"513,98";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"587,79";"520,08";"520,27";"482,02";"419,99";"555,19";"487,43";"494,39";"576,41";"491,88";"483,84";"479,95";"478,04";"480,52";"472,12";"484,13";"-";"-";"-";"-";"-"
"junho 2004";"-";"-";"-";"544,01";"515,69";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"591,34";"523,06";"523,40";"484,68";"422,50";"558,73";"490,41";"498,01";"580,14";"494,95";"487,04";"483,18";"480,31";"482,70";"474,74";"486,81";"-";"-";"-";"-";"-"
"julho 2004";"-";"-";"-";"544,57";"516,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"592,09";"523,52";"524,91";"485,80";"422,36";"560,00";"491,23";"498,04";"581,28";"495,63";"486,78";"482,83";"480,75";"482,95";"471,86";"483,75";"-";"-";"-";"-";"-"
"agosto 2004";"-";"-";"-";"551,94";"523,21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"600,71";"531,37";"532,31";"492,73";"428,87";"568,13";"498,56";"506,03";"589,83";"503,13";"494,28";"490,42";"487,74";"490,03";"481,54";"493,77";"-";"-";"-";"-";"-"
"setembro 2004";"-";"-";"-";"553,53";"524,52";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"602,64";"532,90";"533,90";"493,97";"429,54";"569,88";"499,88";"507,36";"591,70";"504,52";"495,36";"491,48";"488,67";"490,88";"481,61";"493,90";"-";"-";"-";"-";"-"
"outubro 2004";"-";"-";"-";"560,06";"531,08";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"609,14";"538,23";"540,51";"499,37";"433,94";"576,67";"505,20";"512,33";"598,64";"509,79";"499,98";"496,06";"493,63";"495,74";"487,15";"499,77";"-";"-";"-";"-";"-"
"novembro 2004";"-";"-";"-";"564,86";"535,89";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"613,41";"542,31";"544,65";"503,35";"438,55";"580,93";"509,09";"515,62";"602,99";"513,62";"503,98";"499,94";"498,94";"500,82";"491,19";"503,80";"-";"-";"-";"-";"-"
"dezembro 2004";"-";"-";"-";"589,48";"559,04";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"635,96";"562,29";"564,31";"521,49";"453,19";"602,10";"527,54";"533,75";"625,01";"532,28";"520,98";"516,83";"515,21";"517,51";"504,36";"517,19";"-";"-";"-";"-";"-"
"janeiro 2005";"-";"-";"-";"591,32";"560,77";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"640,57";"566,01";"568,22";"524,90";"456,88";"606,42";"531,01";"537,91";"629,58";"535,86";"525,53";"521,45";"517,47";"520,09";"508,97";"522,40";"-";"-";"-";"-";"-"
"fevereiro 2005";"-";"-";"-";"592,26";"561,63";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"644,57";"569,54";"572,62";"528,83";"459,11";"610,50";"534,54";"540,03";"633,52";"539,17";"527,31";"523,16";"521,51";"523,76";"512,21";"525,15";"-";"-";"-";"-";"-"
"março 2005";"-";"-";"-";"596,50";"565,69";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"648,93";"573,17";"576,31";"532,07";"462,13";"614,65";"537,97";"543,57";"637,91";"542,70";"531,16";"527,00";"525,28";"527,10";"517,53";"530,09";"-";"-";"-";"-";"-"
"abril 2005";"-";"-";"-";"600,33";"569,11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"652,27";"575,76";"579,15";"534,34";"462,64";"617,73";"540,21";"544,95";"641,14";"544,98";"531,93";"527,74";"528,35";"529,41";"515,15";"527,86";"-";"-";"-";"-";"-"
"maio 2005";"-";"-";"-";"606,21";"574,63";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"656,74";"579,84";"584,21";"538,66";"467,92";"622,50";"544,24";"549,85";"645,84";"548,88";"536,26";"532,07";"530,75";"531,48";"521,78";"534,03";"-";"-";"-";"-";"-"
"junho 2005";"-";"-";"-";"605,95";"574,32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"658,26";"581,37";"585,48";"539,74";"469,84";"624,06";"545,54";"550,93";"647,60";"550,32";"537,32";"533,29";"529,85";"531,36";"521,15";"534,36";"-";"-";"-";"-";"-"
"julho 2005";"-";"-";"-";"606,38";"574,77";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"660,65";"583,54";"587,42";"541,66";"471,58";"626,05";"547,49";"553,16";"649,68";"552,31";"539,14";"535,12";"531,81";"532,92";"523,62";"536,48";"-";"-";"-";"-";"-"
"agosto 2005";"-";"-";"-";"607,24";"575,56";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"661,63";"584,17";"588,06";"542,15";"472,24";"626,71";"547,95";"553,81";"650,30";"552,75";"540,23";"536,06";"531,26";"532,30";"523,77";"535,81";"-";"-";"-";"-";"-"
"setembro 2005";"-";"-";"-";"611,38";"579,47";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"662,62";"585,15";"588,27";"542,65";"472,79";"626,78";"548,35";"555,32";"650,40";"553,18";"541,08";"536,88";"533,54";"533,73";"526,81";"538,37";"-";"-";"-";"-";"-"
"outubro 2005";"-";"-";"-";"614,25";"582,18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"664,66";"586,81";"589,83";"543,99";"474,32";"628,77";"549,93";"556,91";"652,54";"554,83";"542,95";"538,84";"534,07";"534,28";"528,16";"539,82";"-";"-";"-";"-";"-"
"novembro 2005";"-";"-";"-";"616,15";"583,92";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"666,45";"588,37";"590,29";"544,41";"474,71";"629,93";"550,93";"557,93";"654,01";"556,04";"543,98";"540,03";"534,99";"534,99";"528,49";"540,36";"-";"-";"-";"-";"-"
"dezembro 2005";"-";"-";"-";"628,51";"595,62";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"679,67";"600,24";"603,16";"556,25";"484,50";"643,22";"562,60";"568,42";"667,74";"567,81";"553,78";"549,67";"545,36";"546,47";"535,74";"548,60";"-";"-";"-";"-";"-"
"janeiro 2006";"-";"-";"-";"635,35";"602,29";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"683,39";"603,79";"606,64";"559,33";"487,09";"646,89";"565,89";"571,41";"671,58";"571,19";"556,33";"552,21";"545,94";"547,53";"535,82";"549,06";"-";"-";"-";"-";"-"
"fevereiro 2006";"-";"-";"-";"635,36";"602,20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"683,89";"604,06";"607,33";"559,59";"487,56";"647,67";"566,17";"571,44";"672,42";"571,50";"556,64";"552,57";"545,92";"547,63";"536,14";"549,90";"-";"-";"-";"-";"-"
"março 2006";"-";"-";"-";"636,19";"602,58";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"684,60";"604,65";"607,69";"559,94";"487,87";"648,30";"566,74";"572,71";"673,11";"572,12";"557,59";"553,61";"545,63";"546,94";"537,12";"550,56";"-";"-";"-";"-";"-"
"abril 2006";"-";"-";"-";"635,83";"602,33";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"685,25";"605,23";"607,80";"560,39";"487,99";"648,26";"567,01";"574,04";"673,03";"572,37";"558,46";"554,43";"548,89";"549,50";"541,06";"554,11";"-";"-";"-";"-";"-"
"maio 2006";"-";"-";"-";"635,64";"602,14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"684,12";"604,37";"606,89";"559,57";"486,89";"647,01";"566,00";"573,68";"671,65";"571,29";"557,59";"553,50";"547,31";"548,15";"539,39";"552,23";"-";"-";"-";"-";"-"
"junho 2006";"-";"-";"-";"637,40";"603,89";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"687,20";"606,89";"611,47";"563,39";"489,80";"651,30";"569,42";"576,64";"675,90";"574,60";"560,28";"556,11";"550,25";"551,25";"542,82";"555,85";"-";"-";"-";"-";"-"
"julho 2006";"-";"-";"-";"637,55";"604,06";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"689,70";"609,23";"613,81";"565,57";"491,92";"653,92";"571,85";"579,16";"678,66";"577,10";"562,53";"558,36";"552,93";"553,59";"546,69";"559,76";"-";"-";"-";"-";"-"
"agosto 2006";"-";"-";"-";"640,39";"607,08";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"693,31";"612,22";"615,42";"566,85";"494,13";"656,50";"573,88";"582,07";"681,64";"579,42";"565,79";"561,88";"551,64";"552,63";"549,35";"562,37";"-";"-";"-";"-";"-"
"setembro 2006";"-";"-";"-";"639,37";"606,18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"693,76";"612,57";"614,39";"565,93";"494,12";"656,25";"573,67";"582,21";"681,81";"579,54";"566,10";"561,99";"553,12";"553,82";"551,95";"565,39";"-";"-";"-";"-";"-"
"outubro 2006";"-";"-";"-";"642,52";"609,28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"693,52";"612,38";"614,86";"566,37";"494,06";"656,34";"573,75";"582,17";"681,70";"579,46";"566,07";"562,16";"553,26";"554,24";"551,01";"564,31";"-";"-";"-";"-";"-"
"novembro 2006";"-";"-";"-";"642,59";"609,09";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"693,83";"612,86";"615,23";"566,82";"494,28";"656,49";"574,06";"582,65";"681,86";"579,79";"566,18";"562,23";"552,38";"553,80";"549,02";"562,56";"-";"-";"-";"-";"-"
"dezembro 2006";"-";"-";"-";"658,59";"624,29";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"710,11";"627,36";"629,54";"580,16";"505,04";"671,88";"587,61";"595,68";"697,86";"593,48";"578,69";"574,58";"565,34";"567,26";"559,56";"573,33";"-";"-";"-";"-";"-"
"janeiro 2007";"-";"-";"-";"659,02";"624,60";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"712,46";"629,29";"632,60";"582,69";"507,05";"674,65";"589,79";"597,87";"700,61";"595,61";"580,55";"576,36";"566,98";"568,80";"561,68";"575,46";"-";"-";"-";"-";"-"
"fevereiro 2007";"-";"-";"-";"664,80";"630,60";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"716,81";"633,39";"635,89";"586,17";"510,91";"678,17";"593,37";"602,60";"704,35";"599,32";"584,99";"580,84";"570,79";"572,92";"568,92";"582,99";"-";"-";"-";"-";"-"
"março 2007";"-";"-";"-";"667,85";"633,41";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"720,18";"636,27";"640,71";"590,27";"513,80";"682,16";"596,64";"605,48";"707,95";"602,22";"587,34";"583,00";"572,78";"574,91";"570,99";"584,40";"-";"-";"-";"-";"-"
"abril 2007";"-";"-";"-";"667,70";"633,31";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"721,13";"637,63";"641,82";"591,81";"515,59";"683,06";"597,99";"607,42";"708,79";"603,49";"589,45";"584,93";"575,53";"577,58";"573,49";"586,75";"-";"-";"-";"-";"-"
